id,band_gap
4816551.cif,0
4322442.cif,1.163
4285770.cif,0
4283202.cif,0
4816272.cif,0
4281426.cif,1.371
4281822.cif,0
4861203.cif,0
4279164.cif,0
4281561.cif,0
4282566.cif,0.779
4285167.cif,1.603
4283997.cif,0
4281408.cif,3.911
4281873.cif,0
4280652.cif,0
4280589.cif,0
4360854.cif,1.241
4288176.cif,0
4281393.cif,0
4324449.cif,0
4281375.cif,0
4861182.cif,0
4319301.cif,0
4281144.cif,0
4289655.cif,1.737
4285206.cif,0.693
4279959.cif,0
4319706.cif,0
4285263.cif,0
4184385.cif,0
4860090.cif,0
4296261.cif,0
4281570.cif,0
4299963.cif,0
4282197.cif,0
4282005.cif,0
4282206.cif,0
4816263.cif,0
4283127.cif,0
4320669.cif,0
4281813.cif,0
4283160.cif,0
4284861.cif,0
4280448.cif,0
4280256.cif,0
4285005.cif,0
4281942.cif,0
4281294.cif,0
4282173.cif,0
4287138.cif,0
4321056.cif,0
4285185.cif,3.108
4288551.cif,0
4282152.cif,0
4324182.cif,0
4285134.cif,0
4281831.cif,0
4282428.cif,0
4281234.cif,0
4282284.cif,0
4281792.cif,0
4280955.cif,0
4293900.cif,0
4284921.cif,0
4287648.cif,0.942
4280217.cif,0
4320654.cif,0
4283337.cif,0
4279737.cif,3.036
4280976.cif,0
4281594.cif,0
4286478.cif,0
4281441.cif,0
4327812.cif,0
4282041.cif,0
4284225.cif,0
4283481.cif,3.399
4280967.cif,0
4281282.cif,0
4281585.cif,0
4324191.cif,0
4281891.cif,0
4281090.cif,0
4294221.cif,0
4816644.cif,0
4282512.cif,0
4280778.cif,0
4284981.cif,0
4816014.cif,0
4324893.cif,0
4860516.cif,0
4282782.cif,0
4280904.cif,0
4816665.cif,0
4286511.cif,0
4284459.cif,4.236
4295277.cif,0
4281681.cif,0
4284912.cif,1.041
4860546.cif,0.454
4319463.cif,0
4323930.cif,0
4322820.cif,0
4284936.cif,0
4285842.cif,0
4282188.cif,1.887
4284918.cif,0
4285188.cif,0.34
4324497.cif,0
4285059.cif,0
4285251.cif,0
4861260.cif,0
4285239.cif,0
4280271.cif,0
4281696.cif,0
4337283.cif,0
4279653.cif,0
4282521.cif,0
4281045.cif,0
4282014.cif,0
4815843.cif,0
4283151.cif,0
4281075.cif,0
4283094.cif,0
4816269.cif,0
4281159.cif,0
4283499.cif,0
4282602.cif,0
4283580.cif,3.12
4285113.cif,0
4861350.cif,0
4279659.cif,0
4282275.cif,1.664
4280712.cif,0
4285326.cif,3.356
4285011.cif,1.796
4337190.cif,0
4284924.cif,0
4283703.cif,0
4285026.cif,0
4285152.cif,0
4282575.cif,0
4281663.cif,0
4816017.cif,0
4281225.cif,0
4282143.cif,0
4288503.cif,0
4337667.cif,0
4285392.cif,0
4285053.cif,0
4294974.cif,0
4323714.cif,0
4860645.cif,0.405
4281714.cif,0
4184499.cif,0
4307580.cif,0
4284135.cif,0
4281747.cif,0
4283388.cif,0
4284996.cif,1.895
4284939.cif,0
4280913.cif,0
4284852.cif,0
4280787.cif,0
4336899.cif,0
4281705.cif,0
4281024.cif,0
4301865.cif,0
4283166.cif,0
4860570.cif,0
4283751.cif,0
4326231.cif,0
4285122.cif,0
4283874.cif,0
4284450.cif,0
4280610.cif,0
4287678.cif,0
4816020.cif,0
4816326.cif,0
4327113.cif,0
4337256.cif,0
4282050.cif,0
4281897.cif,0
4290729.cif,2.421
4879164.cif,0
4285041.cif,0
4321842.cif,0
4284828.cif,0
4291542.cif,0
4282530.cif,0
4321011.cif,0
4281063.cif,0
4281981.cif,0
4284693.cif,0
4284894.cif,0
4280604.cif,0
4284972.cif,0
4285257.cif,1.051
4283412.cif,0
4282452.cif,0
4284942.cif,0
4283181.cif,0
4281303.cif,0
4306284.cif,0
4285164.cif,0
4285353.cif,0
4816260.cif,0
4288299.cif,0
4285209.cif,0
4815855.cif,0
4282851.cif,0
4285200.cif,0
4285524.cif,0
4285194.cif,0
4281906.cif,0
4280727.cif,0
4184004.cif,0
4285296.cif,0
4811229.cif,0
4283007.cif,0
4285218.cif,0
4282299.cif,0
4282212.cif,0
4280817.cif,0
4282221.cif,0
4294407.cif,0
4323330.cif,0
4815840.cif,0
4285266.cif,0
4285260.cif,0
4280985.cif,0
4283604.cif,0
4282593.cif,0
4861194.cif,0
4284516.cif,0
4283547.cif,0
4285413.cif,0
4286001.cif,0
4285995.cif,0
4297341.cif,0
4282359.cif,0
4323036.cif,0
4298343.cif,0
4286463.cif,2.001
4282473.cif,0
4284294.cif,0
4336335.cif,0.713
4285107.cif,0
4285875.cif,0.447
4284744.cif,0
4285323.cif,0
4285170.cif,0
4324512.cif,0
4283628.cif,0
4284753.cif,0
4284276.cif,0
4281990.cif,0
4284969.cif,0
4285149.cif,0
4284150.cif,0
4284978.cif,0
4285029.cif,0
4285197.cif,0
4284954.cif,1.765
4282113.cif,0
4287684.cif,0
4322799.cif,0
4286919.cif,0
4860756.cif,0
4282308.cif,0
4281843.cif,0
4281624.cif,0
4337259.cif,0
4283760.cif,0
4281084.cif,0
4285227.cif,0
4321116.cif,0
4322100.cif,0
4285068.cif,0
4184508.cif,0
4283475.cif,0
4288527.cif,0
4285242.cif,0
4183800.cif,0
4336857.cif,0.687
4285044.cif,0
4285230.cif,0
4323720.cif,0
4282458.cif,0
4285155.cif,0
4879212.cif,0
4283913.cif,0
4280763.cif,0
4283889.cif,0
4286910.cif,0
4283673.cif,1.779
4281996.cif,0
4285269.cif,0
4322775.cif,0
4285131.cif,1.69
4816218.cif,0
4285527.cif,0
4879170.cif,0
4184562.cif,0
4285278.cif,0
4337286.cif,0
4285479.cif,0
4285341.cif,0
4284375.cif,0
4816695.cif,0
4285215.cif,0
4286640.cif,0
4284927.cif,1.071
4336671.cif,0
4284984.cif,0
4284588.cif,0
4285161.cif,0
4184637.cif,0
4284879.cif,0
4326939.cif,2.093
4284255.cif,0
4285017.cif,0
4282227.cif,0
4282062.cif,0
4285047.cif,0
4315779.cif,0
4815858.cif,0
4284669.cif,0
4285221.cif,0.344
4284549.cif,0
4283325.cif,0
4285062.cif,1.411
4860660.cif,0.531
4299024.cif,0
4284846.cif,0
4284909.cif,0
4284735.cif,0
4336974.cif,0
4289661.cif,0
4285176.cif,0
4285962.cif,0
4281168.cif,0
4285299.cif,0
4336323.cif,0
4860633.cif,0
4285080.cif,0
4283466.cif,0
4283421.cif,1.211
4285503.cif,0
4285083.cif,0
4284885.cif,0
4282713.cif,0
4284030.cif,0
4324860.cif,0
4283787.cif,0
4288452.cif,0
4284855.cif,0
4336914.cif,0
4285104.cif,0
4284240.cif,0
4287159.cif,0
4284975.cif,0
4281450.cif,0
4285191.cif,0
4281264.cif,0
4284798.cif,0
4281459.cif,0
4285740.cif,0.993
4285050.cif,0
4284534.cif,0
4285182.cif,0
4283190.cif,0
4283538.cif,0
4283523.cif,0
4284678.cif,0
4283214.cif,0
4289394.cif,0
4283682.cif,0
4287921.cif,0
4289304.cif,0
4284774.cif,0
4284309.cif,0
4337211.cif,0
4284525.cif,0
4283016.cif,0.22
4285416.cif,0
4284987.cif,0
4285095.cif,0
4285398.cif,0
4283766.cif,0
4282824.cif,0
4284366.cif,0
4284081.cif,0
4281852.cif,0
4287288.cif,0
4879137.cif,0
4282482.cif,0
4285284.cif,0
4297083.cif,0
4286394.cif,0
4285407.cif,0
4336386.cif,0
4283235.cif,0
4337232.cif,0
4285233.cif,0
4285098.cif,0
4336272.cif,1.678
4282863.cif,0
4284891.cif,0
4283841.cif,0
4283532.cif,1.221
4282626.cif,0
4298463.cif,0
4285305.cif,0
4336389.cif,0
4284231.cif,0
4282338.cif,0
4285401.cif,1.447
4284945.cif,0
4284858.cif,0
4285254.cif,0
4336293.cif,0
4283025.cif,0
4320687.cif,0
4284948.cif,0
4285110.cif,0
4286094.cif,0
4285455.cif,0
4283970.cif,0
4285089.cif,0
4860678.cif,0.905
4284876.cif,0
4286487.cif,0
4815885.cif,0
4286103.cif,0
4289427.cif,0
4183911.cif,0
4282659.cif,0
4284882.cif,0
4292538.cif,0
4337253.cif,0
4284843.cif,0
4284999.cif,0
4860681.cif,0.524
4282236.cif,1.554
4289409.cif,0.238
4288944.cif,0
4285836.cif,0
4285281.cif,0
4284990.cif,0
4286802.cif,0
4285422.cif,0
4285647.cif,0
4293255.cif,3.46
4879236.cif,0
4184604.cif,0
4285764.cif,0
4284468.cif,0
4325247.cif,0
4286496.cif,0
4285125.cif,0
4284789.cif,1.736
4284966.cif,0
4285395.cif,0
4860171.cif,0
4285020.cif,0
4285530.cif,0
4285443.cif,0
4285293.cif,0
4286886.cif,0
4285344.cif,0
4286685.cif,0
4815945.cif,0
4284867.cif,0
4323045.cif,0
4286694.cif,0
4285461.cif,0
4288911.cif,0
4290897.cif,0
4290078.cif,0
4336266.cif,0
4286856.cif,0
4285437.cif,1.406
4285431.cif,0
4307763.cif,0
4282242.cif,0
4337229.cif,1.152
4284597.cif,0
4284870.cif,0
4285173.cif,0
4294314.cif,0
4285302.cif,0
4295391.cif,0
4366257.cif,0
4285332.cif,0
4861212.cif,0
4290102.cif,0
4288461.cif,0.387
4284897.cif,0
4291194.cif,0
4284933.cif,0
4285290.cif,0
4282437.cif,0
4285272.cif,0
4284930.cif,0
4299909.cif,1.582
4285086.cif,0
4284957.cif,0
4285383.cif,0
4322241.cif,0
4285440.cif,2.27
4285410.cif,0
4284993.cif,0
4285380.cif,0
4285137.cif,0
4282539.cif,0
4325760.cif,0
4282872.cif,0
4815861.cif,0
4816254.cif,0
4285308.cif,0
4828248.cif,0
4285986.cif,0
4295256.cif,0
4285386.cif,0
4289091.cif,0
4286010.cif,0
4287930.cif,0
4285032.cif,0
4285509.cif,0
4288836.cif,0
4287453.cif,0
4305636.cif,0
4291083.cif,0
4285071.cif,0
4284849.cif,0
4284900.cif,0
4286019.cif,0
4879101.cif,0
4322742.cif,0
4285428.cif,0
4286043.cif,0
4283850.cif,0
4285314.cif,0
4287267.cif,1.073
4325751.cif,0
4293201.cif,0
4285317.cif,0
4183941.cif,0
4816002.cif,0
4289907.cif,0
4285116.cif,0
4285320.cif,0
4286034.cif,0
4285434.cif,3.3
4289646.cif,0
4285860.cif,0
4285827.cif,1.828
4285641.cif,0
4284606.cif,0
4879152.cif,0
4291320.cif,0
4287192.cif,0
4324323.cif,0
4288311.cif,0
4288590.cif,0.331
4815999.cif,0
4184013.cif,0
4286025.cif,0
4285389.cif,0
4290402.cif,0
4184685.cif,0.843
4816473.cif,0
4325088.cif,0
4336638.cif,1.969
4285977.cif,0
4284096.cif,0
4286112.cif,0
4289226.cif,0
4305057.cif,0
4336629.cif,0
4327611.cif,0
4288212.cif,0
4288845.cif,0
4284963.cif,0.856
4287273.cif,0
4287981.cif,0
4285023.cif,0
4324827.cif,0
4336278.cif,0
4293876.cif,0
4287414.cif,0
4288161.cif,0
4285464.cif,0
4286616.cif,0
4815912.cif,0
4285335.cif,0
4285035.cif,2.243
4286865.cif,0
4816119.cif,0
4287939.cif,0
4286925.cif,0
4289727.cif,0
4336269.cif,0
4289151.cif,0
4285329.cif,0
4284165.cif,0
4286604.cif,0
4285851.cif,0
4324614.cif,0
4287198.cif,0
4286256.cif,0
4287747.cif,0
4285338.cif,0
4287144.cif,0
4286934.cif,0
4285350.cif,0
4291776.cif,0
4288365.cif,0
4285512.cif,2.052
4285515.cif,0
4285371.cif,0
4285404.cif,0
4861269.cif,0
4286988.cif,0
4285311.cif,0
4286943.cif,1.007
4287153.cif,0
4317825.cif,0
4288773.cif,0
4287534.cif,0
4289235.cif,0
4816308.cif,0
4287336.cif,0
4291113.cif,0
4327467.cif,0
4287168.cif,1.645
4296045.cif,0
4285755.cif,0
4289436.cif,0
4290699.cif,0
4285656.cif,0
4285446.cif,0
4285563.cif,1.274
4286403.cif,0
4287873.cif,0
4285368.cif,0
4285467.cif,0
4285092.cif,0
4285449.cif,0
4285482.cif,0
4288854.cif,2.783
4323795.cif,0
4285485.cif,2.702
4288356.cif,0
4286634.cif,0
4320888.cif,0
4286265.cif,0
4290570.cif,1.156
4287543.cif,0
4286127.cif,0
4286136.cif,0
4285365.cif,0
4285356.cif,0
4285347.cif,0
4288536.cif,0
4308039.cif,0
4287003.cif,0
4284813.cif,0
4291149.cif,0
4285359.cif,0
4287948.cif,1.662
4299750.cif,0
4285362.cif,0
4284903.cif,0
4284864.cif,0
4289244.cif,0
4294416.cif,0
4288596.cif,0
4288755.cif,0
4286322.cif,0
4290327.cif,0
4285521.cif,0
4287987.cif,0
4289184.cif,0
4285488.cif,0
4286118.cif,0
4288812.cif,0
4287294.cif,0
4287111.cif,0
4287438.cif,0
4287552.cif,0
4288647.cif,0
4284915.cif,0
4816299.cif,2.652
4284906.cif,0
4291434.cif,0
4285101.cif,0
4286952.cif,0
4324869.cif,0
4288977.cif,0
4287396.cif,0
4286625.cif,0
4323489.cif,0
4286247.cif,0
4288920.cif,0
4287216.cif,0
4290624.cif,0.539
4287957.cif,0
4286670.cif,0
4184076.cif,0
4287012.cif,0
4288653.cif,0
4286184.cif,0
4287468.cif,0.432
4288095.cif,1.702
4292025.cif,0
4289760.cif,1.892
4285518.cif,0
4285470.cif,0
4295286.cif,0
4285491.cif,0
4285866.cif,0
4285665.cif,0
4287225.cif,0
4288542.cif,0
4286961.cif,2.375
4324557.cif,0
4287231.cif,0
4286967.cif,0
4287477.cif,0
4287018.cif,0
4287027.cif,0
4288185.cif,0
4816275.cif,0
4287177.cif,0
4295652.cif,0
4285425.cif,0
4287405.cif,0
4291101.cif,0
4292388.cif,0
4288347.cif,0
4288962.cif,0
4289214.cif,0
4288221.cif,0
4286829.cif,2.551
4293885.cif,0
4285119.cif,0
4285473.cif,0
4285458.cif,0
4184349.cif,0
4288194.cif,0
4287558.cif,0
4292517.cif,0
4287963.cif,0
4295526.cif,0
4294212.cif,0
4285077.cif,0
4287909.cif,0
4184667.cif,0
4285212.cif,0
4281195.cif,0
4287486.cif,0
4287240.cif,0
4289175.cif,0
4288494.cif,0
4285476.cif,1.638
4287492.cif,0
4336542.cif,0
4815954.cif,0
4816257.cif,0
4287972.cif,0
4287303.cif,0
4286712.cif,0
4287447.cif,0
4288470.cif,0
4290912.cif,0
4288104.cif,0
4287501.cif,0
4287129.cif,0
4287627.cif,0
4287510.cif,0
4302258.cif,0.597
4816368.cif,0
4816365.cif,0
4184871.cif,0
4287753.cif,0
4290564.cif,0
4287885.cif,0
4286730.cif,0
4288488.cif,0
4290156.cif,0
4285374.cif,1.755
4286502.cif,1.517
4337265.cif,0
4288110.cif,3.241
4286874.cif,2.497
4292523.cif,2.2
4288119.cif,0
4287096.cif,0
4336275.cif,0
4287516.cif,0
4288680.cif,2.543
4290339.cif,0
4288560.cif,0
4288764.cif,0
4860666.cif,0.194
4292211.cif,1.289
4288005.cif,0
4288863.cif,0
4184787.cif,0
4289010.cif,0
4285494.cif,0
4285497.cif,0
4286544.cif,0
4290003.cif,0
4289133.cif,0
4291275.cif,0
4815846.cif,0
4286817.cif,0
4288479.cif,0.664
4816485.cif,0
4336290.cif,0
4287762.cif,1.89
4287657.cif,0.861
4289385.cif,0
4288143.cif,1.077
4325295.cif,0
4296090.cif,0
4289313.cif,1.693
4290270.cif,0
4296408.cif,0
4287249.cif,0
4288509.cif,0
4289898.cif,0
4294428.cif,0
4286901.cif,1.579
4310025.cif,0
4295460.cif,0
4288827.cif,0
4336875.cif,0
4326177.cif,0
4288662.cif,0
4288203.cif,0
4288329.cif,0
4336398.cif,0
4297899.cif,0
4290135.cif,0
4290045.cif,0
4879146.cif,0
4287771.cif,0
4289046.cif,0
4297266.cif,0
4289637.cif,0
4287312.cif,0
4287894.cif,0
4288740.cif,0
4288671.cif,0
4286739.cif,0
4290804.cif,0
4289931.cif,0
4288749.cif,0
4879536.cif,0
4309311.cif,0
4288152.cif,0
4292445.cif,0
4336446.cif,1.415
4285224.cif,0
4288890.cif,0
4292775.cif,0
4289940.cif,0
4286655.cif,0
4289751.cif,1.091
4286664.cif,1.746
4289994.cif,0
4286895.cif,0
4291620.cif,0
4286703.cif,0
4293507.cif,0
4289742.cif,0
4287636.cif,0
4286721.cif,0
4289850.cif,0
4291443.cif,0
4325055.cif,0
4860669.cif,0
4295088.cif,0
4323420.cif,0
4336281.cif,0
4295880.cif,0
4336314.cif,0
4288881.cif,0
4298769.cif,0
4290441.cif,0
4288170.cif,0
4288971.cif,0
4289766.cif,0
4327620.cif,0
4879095.cif,0
4304127.cif,0
4292688.cif,0
4288071.cif,0
4288986.cif,0
4288581.cif,0
4290450.cif,1.193
4290036.cif,0
4290147.cif,0
4287318.cif,0
4289445.cif,0
4289001.cif,1.946
4185534.cif,0
4289922.cif,0
4336443.cif,0
4289556.cif,0
4291035.cif,0
4288872.cif,0
4861824.cif,0
4288275.cif,0
4185195.cif,0
4287525.cif,0
4290012.cif,0
4288995.cif,0
4289868.cif,0
4287120.cif,0
4291281.cif,0
4288128.cif,0
4325898.cif,0
4815984.cif,0
4289613.cif,0
4337004.cif,0
4861395.cif,0
4288062.cif,0
4288266.cif,0
4816566.cif,0
4289451.cif,0
4289142.cif,0
4290585.cif,0
4289337.cif,0
4184121.cif,0
4289805.cif,0
4288374.cif,0
4288389.cif,0
4326378.cif,0
4288710.cif,0
4336287.cif,0
4289100.cif,0
4289055.cif,0
4317594.cif,0
4293525.cif,0
4291551.cif,0.692
4289403.cif,0
4290975.cif,0
4307538.cif,0
4295700.cif,0
4306800.cif,0
4287420.cif,0
4288518.cif,0
4290027.cif,0
4860717.cif,0
4290474.cif,1.412
4292133.cif,0
4860696.cif,0
4290174.cif,0
4290354.cif,0
4289199.cif,0
4325616.cif,2.993
4294023.cif,0
4860183.cif,0.265
4287258.cif,0
4288782.cif,0
4289250.cif,0
4861293.cif,0
4296504.cif,0
4289679.cif,1.749
4290753.cif,1.154
4879278.cif,0
4336677.cif,0
4184829.cif,2.241
4289460.cif,0
4306359.cif,0
4288686.cif,0
4289064.cif,0
4290459.cif,0
4289670.cif,0
4289295.cif,0
4289571.cif,0
4290060.cif,0
4290363.cif,0
4289205.cif,2.761
4290180.cif,0
4325067.cif,0
4290855.cif,0
4326831.cif,0
4184568.cif,0
4287429.cif,0
4289328.cif,0
4288695.cif,0
4292088.cif,1.542
4303116.cif,0
4815987.cif,0
4293264.cif,0
4296276.cif,0
4291560.cif,0
4290369.cif,0
4324116.cif,0
4290666.cif,0
4293942.cif,0
4297701.cif,0
4293054.cif,0
4292007.cif,0
4860822.cif,0
4290165.cif,0
4184799.cif,0
4300209.cif,0
4289160.cif,0
4289685.cif,0
4289280.cif,0
4292679.cif,0
4290051.cif,0
4291890.cif,1.274
4289487.cif,0
4291956.cif,1.735
4290651.cif,1.306
4290069.cif,0
4288791.cif,0
4299822.cif,0
4879110.cif,0
4289622.cif,0
4299837.cif,0
4289955.cif,0
4860699.cif,0
4289106.cif,0
4184676.cif,0
4289631.cif,0
4860138.cif,0
4289478.cif,0
4337199.cif,0
4861242.cif,0
4307331.cif,0
4290738.cif,0
4289592.cif,0
4302327.cif,0
4291017.cif,0
4290528.cif,0
4289358.cif,0
4289694.cif,0
4290885.cif,1.881
4290903.cif,0
4304658.cif,0
4293288.cif,2.157
4309740.cif,2.138
4338585.cif,0
4289775.cif,0
4296993.cif,0
4296576.cif,0
4291164.cif,0
4336332.cif,0
4290087.cif,0
4289469.cif,0
4287786.cif,0
4288284.cif,0
4310736.cif,0
4292454.cif,2.695
4295376.cif,0
4298658.cif,0
4290501.cif,0
4291341.cif,0
4816590.cif,0.341
4291383.cif,0
4815993.cif,0
4294758.cif,0
4289583.cif,0
4292205.cif,0
4289961.cif,0
4292439.cif,1.226
4290213.cif,0
4861248.cif,0
4290708.cif,0
4290297.cif,0
4291947.cif,0
4291626.cif,0
4289286.cif,0
4290279.cif,0
4293960.cif,0
4816239.cif,0
4336824.cif,0
4290378.cif,0
4815978.cif,0
4290510.cif,0
4292913.cif,2.879
4292067.cif,0
4296318.cif,0
4290468.cif,0
4314483.cif,0
4291008.cif,0
4290717.cif,0
4290813.cif,0
4291896.cif,0
4336392.cif,0
4294362.cif,0
4337088.cif,0
4182639.cif,0
4289073.cif,0
4292919.cif,0
4290288.cif,0
4336263.cif,0
4290981.cif,0
4860735.cif,0
4290642.cif,0
4292712.cif,0
4816440.cif,0
4291803.cif,0
4289025.cif,0
4291185.cif,0
4288236.cif,0
4292148.cif,0
4290534.cif,0
4291134.cif,0
4294497.cif,0
4287618.cif,0
4336308.cif,0
4290594.cif,0
4297332.cif,0
4298259.cif,0
4296654.cif,0
4288446.cif,0
4296351.cif,0
4294449.cif,0
4289115.cif,0
4297710.cif,0
4861284.cif,0
4298400.cif,0
4293453.cif,0
4337241.cif,0
4290927.cif,0
4301097.cif,0
4336311.cif,0
4291155.cif,0
4297782.cif,0
4293165.cif,0
4291509.cif,0
4336347.cif,0
4181430.cif,0
4317774.cif,0
4292469.cif,0
4828179.cif,0
4290876.cif,0
4336419.cif,0
4293648.cif,0
4292508.cif,0
4293726.cif,0
4295340.cif,0
4294626.cif,0
4295451.cif,0
4294770.cif,0
4295595.cif,0
4187748.cif,0
4297614.cif,0
4324344.cif,0
4303920.cif,0
4295475.cif,0
4384812.cif,0
4860783.cif,0.822
4294551.cif,0
4295562.cif,0
4296780.cif,0.482
4292118.cif,0
4815972.cif,0
4292034.cif,0
4290684.cif,0
4291728.cif,0
4861272.cif,0
4322703.cif,0
4294593.cif,0
4295181.cif,0
4300476.cif,0.89
4295748.cif,0
4292184.cif,0
4861455.cif,0
4292850.cif,0
4297716.cif,0
4292742.cif,0
4294230.cif,0
4319607.cif,0
4297647.cif,0
4336449.cif,0
4294944.cif,0
4295586.cif,0
4336440.cif,0
4296105.cif,0
4293414.cif,3.096
4337148.cif,0
4296705.cif,0
4290936.cif,0
4289814.cif,0
4290207.cif,0
4304427.cif,0
4291302.cif,0
4327557.cif,0
4337154.cif,0
4183452.cif,0
4288230.cif,0
4288719.cif,0
4184835.cif,0
4290483.cif,0
4290189.cif,0
4288614.cif,0
4294149.cif,0
4297908.cif,0
4290198.cif,0
4291041.cif,0
4288245.cif,0
4297326.cif,0
4183119.cif,0
4289736.cif,0
4289970.cif,0
4290762.cif,0
4290093.cif,0
4861278.cif,0.36
4293933.cif,0
4292463.cif,0
4816710.cif,0
4290492.cif,0
4290396.cif,0
4336377.cif,0
4290675.cif,0
4289496.cif,0
4292928.cif,3.979
4290303.cif,0
4327233.cif,0
4288623.cif,0
4288320.cif,0
4860738.cif,0.785
4290519.cif,0
4288725.cif,0
4290870.cif,0
4289703.cif,0
4291809.cif,0
4289784.cif,0
4325877.cif,0
4294689.cif,2.879
4291392.cif,0
4290657.cif,0
4293951.cif,0
4289034.cif,0
4291932.cif,0
4296948.cif,0
4290387.cif,0
4291719.cif,0
4291311.cif,0.236
4289601.cif,0
4292403.cif,0
4336509.cif,0
4288800.cif,0
4310871.cif,0
4292301.cif,0
4290222.cif,0
4290231.cif,0
4289709.cif,2.138
4327182.cif,0
4291332.cif,2.638
4336407.cif,0
4860765.cif,0
4299852.cif,0
4294437.cif,0
4181592.cif,0
4293444.cif,0
4181751.cif,0
4297350.cif,0
4291938.cif,0
4289169.cif,0
4294659.cif,0
4293516.cif,0
4293492.cif,0
4336317.cif,0
4289718.cif,1.934
4861263.cif,0
4291737.cif,0
4293501.cif,0.389
4336356.cif,0
4291650.cif,0
4291827.cif,0
4183125.cif,0
4288632.cif,0
4861317.cif,0
4292058.cif,0
4292697.cif,0
4290609.cif,1.464
4291983.cif,0
4291500.cif,0
4291026.cif,0
4291467.cif,1.07
4294842.cif,0
4182993.cif,0
4816350.cif,0
4288929.cif,0
4318605.cif,0
4302129.cif,0
4292418.cif,0
4291836.cif,0
4293843.cif,0
4290840.cif,0
4299153.cif,0
4290960.cif,0
4294380.cif,0
4816167.cif,0
4291350.cif,0
4336617.cif,0
4295400.cif,0
4860750.cif,0
4337262.cif,0
4291122.cif,0
4336554.cif,0
4337217.cif,0
4291458.cif,0
4294053.cif,0
4289367.cif,0
4291068.cif,0
4860153.cif,0
4296663.cif,0
4337280.cif,0
4292424.cif,0
4303053.cif,0
4293624.cif,0
4295121.cif,0
4295931.cif,0
4296021.cif,0
4296189.cif,0
4298997.cif,0
4294386.cif,0
4298091.cif,0
4295832.cif,0
4293675.cif,0.883
4295742.cif,1.632
4295535.cif,0
4293039.cif,0
4336341.cif,0
4293615.cif,0
4295334.cif,0
4295793.cif,0
4295898.cif,0
4296630.cif,0
4336458.cif,0
4861320.cif,0
4336476.cif,2.238
4296270.cif,0.759
4294851.cif,0
4336785.cif,0
4298073.cif,0
4289823.cif,0
4290774.cif,0
4296459.cif,0
4296519.cif,0
4337109.cif,0
4292937.cif,0.665
4301367.cif,0
4292865.cif,0
4296867.cif,0.391
4336401.cif,0
4291401.cif,0
4815891.cif,0
4297539.cif,0
4290543.cif,0
4337019.cif,0
4292310.cif,0
4293366.cif,0
4293477.cif,0
4292049.cif,0
4336344.cif,0
4291659.cif,0
4289349.cif,0
4292316.cif,0
4291602.cif,0
4291494.cif,0
4293429.cif,0
4290240.cif,3.026
4291056.cif,0
4291641.cif,0
4289796.cif,0
4289265.cif,0
4861290.cif,0
4336296.cif,0
4292640.cif,0
4292478.cif,0
4290249.cif,2.803
4860180.cif,0
4815927.cif,0
4297599.cif,0
4291251.cif,0
4292352.cif,0
4291593.cif,0
4294566.cif,0
4302186.cif,0
4879308.cif,0
4293015.cif,0
4290420.cif,0
4289979.cif,0
4301943.cif,0
4291686.cif,0
4296342.cif,0
4336482.cif,0
4290600.cif,0
4815906.cif,0
4290411.cif,2.952
4291242.cif,0
4291818.cif,0
4298409.cif,0
4293462.cif,0
4293357.cif,0
4293021.cif,0
4292703.cif,0
4292955.cif,0
4290945.cif,0
4299387.cif,0
4182411.cif,0
4296201.cif,0
4292562.cif,0
4292598.cif,0
4292094.cif,0
4292718.cif,0
4294572.cif,0
4289835.cif,0
4301220.cif,0
4297227.cif,0
4296297.cif,0
4290690.cif,0
4292220.cif,0
4816647.cif,0
4295865.cif,0
4297845.cif,0
4371084.cif,0
4295985.cif,0
4290849.cif,0
4294836.cif,0
4299672.cif,0
4294800.cif,1.819
4861344.cif,0
4292832.cif,0
4183041.cif,0
4292904.cif,0
4291209.cif,0
4298643.cif,0
4290111.cif,0
4291410.cif,2.039
4297803.cif,0
4292787.cif,1.246
4294653.cif,0
4296111.cif,0
4292553.cif,0
4336473.cif,0
4861365.cif,0
4336566.cif,0
4294110.cif,0.562
4293069.cif,0
4300248.cif,0
4879173.cif,0
4183644.cif,0
4302804.cif,0
4289988.cif,0
4860798.cif,0
4292946.cif,0
4183197.cif,0
4292961.cif,1.383
4290429.cif,0
4293561.cif,0
4292334.cif,0
4293210.cif,0
4336338.cif,0
4298244.cif,0
4293579.cif,0
4294827.cif,0
4296786.cif,0
4290120.cif,0
4815996.cif,1.074
4292544.cif,0
4294353.cif,0
4291518.cif,0
4324020.cif,0
4291092.cif,0
4303695.cif,0
4860774.cif,0.783
4295685.cif,2.021
4295520.cif,0
4298571.cif,0
4297485.cif,1.798
4295436.cif,0
4336626.cif,0
4294014.cif,0
4292994.cif,0
4294710.cif,0
4292811.cif,0
4294905.cif,0
4861323.cif,0
4311567.cif,1.499
4337250.cif,0
4298676.cif,1.831
4292367.cif,0
4293687.cif,0
4302666.cif,0
4291419.cif,0
4295292.cif,0
4291974.cif,0
4293348.cif,0
4183260.cif,0
4290618.cif,0
4304112.cif,0
4293339.cif,0
4291746.cif,0
4292358.cif,0
4300203.cif,0
4291695.cif,0
4336533.cif,0
4294044.cif,0
4291203.cif,0
4292649.cif,0
4336809.cif,0
4293435.cif,0
4301661.cif,0
4292325.cif,0
4291572.cif,0
