id,e_form
perov_3630.cif,3.22
perov_3631.cif,0.44
perov_3632.cif,1.84
perov_3633.cif,2.76
perov_3634.cif,1.6
perov_3635.cif,0.64
perov_3636.cif,0.94
perov_3637.cif,1.24
perov_3638.cif,1.7
perov_3639.cif,0.84
perov_3640.cif,0.6
perov_3641.cif,1.92
perov_3642.cif,0.96
perov_3643.cif,2.16
perov_3644.cif,1.54
perov_3645.cif,1.4
perov_3646.cif,1.32
perov_3647.cif,2.0
perov_3648.cif,0.86
perov_3649.cif,1.44
perov_3650.cif,2.56
perov_3651.cif,2.9
perov_3652.cif,2.78
perov_3653.cif,0.66
perov_3654.cif,1.14
perov_3655.cif,1.64
perov_3656.cif,0.98
perov_3657.cif,1.34
perov_3658.cif,1.6
perov_3659.cif,1.58
perov_3660.cif,1.36
perov_3661.cif,1.62
perov_3662.cif,3.2
perov_3663.cif,1.74
perov_3664.cif,0.5
perov_3665.cif,0.7
perov_3666.cif,1.4
perov_3667.cif,2.1
perov_3668.cif,0.54
perov_3669.cif,1.7
perov_3670.cif,1.94
perov_3671.cif,1.22
perov_3672.cif,0.7
perov_3673.cif,1.32
perov_3674.cif,0.32
perov_3675.cif,1.72
perov_3676.cif,0.92
perov_3677.cif,2.84
perov_3678.cif,1.38
perov_3679.cif,1.9
perov_3680.cif,0.26
perov_3681.cif,1.34
perov_3682.cif,1.58
perov_3683.cif,1.56
perov_3684.cif,0.36
perov_3685.cif,1.54
perov_3686.cif,1.16
perov_3687.cif,2.08
perov_3688.cif,1.38
perov_3689.cif,1.7
perov_3690.cif,1.58
perov_3691.cif,0.7
perov_3692.cif,4.1
perov_3693.cif,0.84
perov_3694.cif,1.6
perov_3695.cif,1.48
perov_3696.cif,1.58
perov_3697.cif,1.22
perov_3698.cif,1.52
perov_3699.cif,1.96
perov_3700.cif,1.6
perov_3701.cif,1.18
perov_3702.cif,0.26
perov_3703.cif,1.32
perov_3704.cif,1.32
perov_3705.cif,0.78
perov_3706.cif,0.8
perov_3707.cif,2.64
perov_3708.cif,0.76
perov_3709.cif,1.48
perov_3710.cif,0.6
perov_3711.cif,1.26
perov_3712.cif,2.7
perov_3713.cif,0.6
perov_3714.cif,3.48
perov_3715.cif,1.06
perov_3716.cif,2.02
perov_3717.cif,2.54
perov_3718.cif,1.08
perov_3719.cif,2.18
perov_3720.cif,2.08
perov_3721.cif,1.94
perov_3722.cif,1.22
perov_3723.cif,0.64
perov_3724.cif,2.04
perov_3725.cif,2.88
perov_3726.cif,1.1
perov_3727.cif,0.74
perov_3728.cif,1.54
perov_3729.cif,1.34
perov_3730.cif,2.04
perov_3731.cif,1.74
perov_3732.cif,2.46
perov_3733.cif,1.3
perov_3734.cif,1.22
perov_3735.cif,1.22
perov_3736.cif,1.92
perov_3737.cif,1.42
perov_3738.cif,1.54
perov_3739.cif,3.46
perov_3740.cif,1.86
perov_3741.cif,1.48
perov_3742.cif,2.3
perov_3743.cif,1.56
perov_3744.cif,1.54
perov_3745.cif,1.52
perov_3746.cif,1.4
perov_3747.cif,1.4
perov_3748.cif,1.42
perov_3749.cif,1.12
perov_3750.cif,2.88
perov_3751.cif,3.82
perov_3752.cif,1.52
perov_3753.cif,1.28
perov_3754.cif,0.9
perov_3755.cif,1.44
perov_3756.cif,2.14
perov_3757.cif,2.2
perov_3758.cif,0.32
perov_3759.cif,3.22
perov_3760.cif,0.78
perov_3761.cif,0.76
perov_3762.cif,0.74
perov_3763.cif,1.9
perov_3764.cif,1.78
perov_3765.cif,0.82
perov_3766.cif,0.84
perov_3767.cif,1.48
perov_3768.cif,1.14
perov_3769.cif,1.56
perov_3770.cif,0.74
perov_3771.cif,1.06
perov_3772.cif,1.18
perov_3773.cif,0.5
perov_3774.cif,1.28
perov_3775.cif,1.48
perov_3776.cif,1.58
perov_3777.cif,1.42
perov_3778.cif,1.72
perov_3779.cif,1.9
perov_3780.cif,1.2
perov_3781.cif,1.28
perov_3782.cif,0.98
perov_3783.cif,1.26
perov_3784.cif,0.96
perov_3785.cif,1.54
perov_3786.cif,0.54
perov_3787.cif,0.88
perov_3788.cif,2.04
perov_3789.cif,1.2
perov_3790.cif,1.72
perov_3791.cif,1.14
perov_3792.cif,1.8
perov_3793.cif,0.88
perov_3794.cif,1.38
perov_3795.cif,1.06
perov_3796.cif,0.52
perov_3797.cif,1.3
perov_3798.cif,0.56
perov_3799.cif,0.92
perov_3800.cif,0.82
perov_3801.cif,1.44
perov_3802.cif,1.16
perov_3803.cif,2.18
perov_3804.cif,1.6
perov_3805.cif,1.46
perov_3806.cif,1.92
perov_3807.cif,3.54
perov_3808.cif,1.1
perov_3809.cif,1.24
perov_3810.cif,0.68
perov_3811.cif,1.98
perov_3812.cif,0.86
perov_3813.cif,1.4
perov_3814.cif,0.8
perov_3815.cif,0.54
perov_3816.cif,4.6
perov_3817.cif,4.68
perov_3818.cif,1.6
perov_3819.cif,2.18
perov_3820.cif,1.2
perov_3821.cif,0.96
perov_3822.cif,2.2
perov_3823.cif,1.7
perov_3824.cif,0.48
perov_3825.cif,2.66
perov_3826.cif,1.64
perov_3827.cif,1.2
perov_3828.cif,1.42
perov_3829.cif,1.26
perov_3830.cif,1.0
perov_3831.cif,1.24
perov_3832.cif,1.34
perov_3833.cif,1.76
perov_3834.cif,2.1
perov_3835.cif,1.8
perov_3836.cif,2.84
perov_3837.cif,0.78
perov_3838.cif,1.06
perov_3839.cif,0.94
perov_3840.cif,0.6
perov_3841.cif,1.04
perov_3842.cif,1.92
perov_3843.cif,1.96
perov_3844.cif,2.94
perov_3845.cif,0.98
perov_3846.cif,1.64
perov_3847.cif,1.06
perov_3848.cif,-0.08
perov_3849.cif,2.48
perov_3850.cif,1.22
perov_3851.cif,0.94
perov_3852.cif,2.04
perov_3853.cif,1.26
perov_3854.cif,1.52
perov_3855.cif,3.22
perov_3856.cif,1.34
perov_3857.cif,0.9
perov_3858.cif,0.9
perov_3859.cif,1.7
perov_3860.cif,1.36
perov_3861.cif,1.2
perov_3862.cif,1.88
perov_3863.cif,2.32
perov_3864.cif,2.3
perov_3865.cif,1.94
perov_3866.cif,2.32
perov_3867.cif,0.84
perov_3868.cif,1.4
perov_3869.cif,1.6
perov_3870.cif,1.2
perov_3871.cif,1.08
perov_3872.cif,-0.28
perov_3873.cif,0.78
perov_3874.cif,1.98
perov_3875.cif,0.94
perov_3876.cif,1.98
perov_3877.cif,1.24
perov_3878.cif,0.96
perov_3879.cif,4.64
perov_3880.cif,0.24
perov_3881.cif,1.38
perov_3882.cif,1.6
perov_3883.cif,1.56
perov_3884.cif,2.12
perov_3885.cif,1.8
perov_3886.cif,0.7
perov_3887.cif,1.1
perov_3888.cif,0.84
perov_3889.cif,0.48
perov_3890.cif,1.32
perov_3891.cif,1.0
perov_3892.cif,1.12
perov_3893.cif,3.8
perov_3894.cif,0.4
perov_3895.cif,2.42
perov_3896.cif,2.02
perov_3897.cif,4.04
perov_3898.cif,0.72
perov_3899.cif,0.96
perov_3900.cif,2.56
perov_3901.cif,1.16
perov_3902.cif,1.6
perov_3903.cif,1.86
perov_3904.cif,1.2
perov_3905.cif,0.76
perov_3906.cif,1.6
perov_3907.cif,1.74
perov_3908.cif,1.42
perov_3909.cif,2.18
perov_3910.cif,0.86
perov_3911.cif,2.18
perov_3912.cif,1.34
perov_3913.cif,3.3
perov_3914.cif,0.48
perov_3915.cif,1.06
perov_3916.cif,1.12
perov_3917.cif,1.16
perov_3918.cif,1.76
perov_3919.cif,0.08
perov_3920.cif,1.66
perov_3921.cif,1.52
perov_3922.cif,0.6
perov_3923.cif,2.4
perov_3924.cif,0.84
perov_3925.cif,0.16
perov_3926.cif,1.42
perov_3927.cif,1.3
perov_3928.cif,2.18
perov_3929.cif,1.8
perov_3930.cif,3.26
perov_3931.cif,2.1
perov_3932.cif,1.42
perov_3933.cif,2.36
perov_3934.cif,2.8
perov_3935.cif,1.96
perov_3936.cif,0.74
perov_3937.cif,2.06
perov_3938.cif,2.26
perov_3939.cif,1.04
perov_3940.cif,1.64
perov_3941.cif,2.4
perov_3942.cif,2.1
perov_3943.cif,2.96
perov_3944.cif,1.1
perov_3945.cif,1.66
perov_3946.cif,1.14
perov_3947.cif,1.54
perov_3948.cif,1.78
perov_3949.cif,0.9
perov_3950.cif,0.7
perov_3951.cif,2.0
perov_3952.cif,1.24
perov_3953.cif,0.46
perov_3954.cif,1.48
perov_3955.cif,4.02
perov_3956.cif,0.82
perov_3957.cif,1.62
perov_3958.cif,0.74
perov_3959.cif,2.08
perov_3960.cif,1.04
perov_3961.cif,-0.1
perov_3962.cif,1.72
perov_3963.cif,2.1
perov_3964.cif,1.12
perov_3965.cif,1.2
perov_3966.cif,1.48
perov_3967.cif,0.9
perov_3968.cif,1.04
perov_3969.cif,1.44
perov_3970.cif,1.26
perov_3971.cif,1.34
perov_3972.cif,0.46
perov_3973.cif,2.02
perov_3974.cif,2.74
perov_3975.cif,1.24
perov_3976.cif,1.2
perov_3977.cif,1.46
perov_3978.cif,1.54
perov_3979.cif,2.4
perov_3980.cif,2.12
perov_3981.cif,1.16
perov_3982.cif,1.02
perov_3983.cif,0.78
perov_3984.cif,1.2
perov_3985.cif,0.84
perov_3986.cif,1.58
perov_3987.cif,1.74
perov_3988.cif,1.14
perov_3989.cif,1.16
perov_3990.cif,1.14
perov_3991.cif,0.86
perov_3992.cif,1.08
perov_3993.cif,1.0
perov_3994.cif,0.62
perov_3995.cif,1.36
perov_3996.cif,1.26
perov_3997.cif,1.34
perov_3998.cif,3.3
perov_3999.cif,0.68
perov_4000.cif,1.2
perov_4001.cif,1.7
perov_4002.cif,2.66
perov_4003.cif,1.38
perov_4004.cif,1.0
perov_4005.cif,1.62
perov_4006.cif,1.42
perov_4007.cif,1.04
perov_4008.cif,2.68
perov_4009.cif,1.7
perov_4010.cif,0.56
perov_4011.cif,1.16
perov_4012.cif,0.46
perov_4013.cif,1.42
perov_4014.cif,1.5
perov_4015.cif,0.74
perov_4016.cif,1.54
perov_4017.cif,0.62
perov_4018.cif,0.8
perov_4019.cif,2.28
perov_4020.cif,1.42
perov_4021.cif,1.32
perov_4022.cif,2.44
perov_4023.cif,2.04
perov_4024.cif,2.28
perov_4025.cif,2.64
perov_4026.cif,1.9
perov_4027.cif,1.1
perov_4028.cif,1.2
perov_4029.cif,1.14
perov_4030.cif,0.9
perov_4031.cif,2.28
perov_4032.cif,2.3
perov_4033.cif,1.5
perov_4034.cif,0.96
perov_4035.cif,1.3
perov_4036.cif,1.52
perov_4037.cif,0.64
perov_4038.cif,1.42
perov_4039.cif,0.74
perov_4040.cif,1.58
perov_4041.cif,1.7
perov_4042.cif,2.42
perov_4043.cif,2.9
perov_4044.cif,0.8
perov_4045.cif,0.78
perov_4046.cif,1.1
perov_4047.cif,1.72
perov_4048.cif,2.46
perov_4049.cif,2.26
perov_4050.cif,2.0
perov_4051.cif,1.1
perov_4052.cif,1.64
perov_4053.cif,2.3
perov_4054.cif,1.24
perov_4055.cif,1.3
perov_4056.cif,1.1
perov_4057.cif,1.52
perov_4058.cif,1.24
perov_4059.cif,2.62
perov_4060.cif,1.66
perov_4061.cif,1.46
perov_4062.cif,2.6
perov_4063.cif,1.14
perov_4064.cif,1.12
perov_4065.cif,1.54
perov_4066.cif,1.22
perov_4067.cif,2.86
perov_4068.cif,1.04
perov_4069.cif,1.68
perov_4070.cif,1.44
perov_4071.cif,0.82
perov_4072.cif,0.54
perov_4073.cif,1.98
perov_4074.cif,0.6
perov_4075.cif,1.62
perov_4076.cif,0.98
perov_4077.cif,2.08
perov_4078.cif,3.72
perov_4079.cif,1.78
perov_4080.cif,0.28
perov_4081.cif,1.14
perov_4082.cif,1.74
perov_4083.cif,0.98
perov_4084.cif,0.36
perov_4085.cif,2.98
perov_4086.cif,0.58
perov_4087.cif,0.72
perov_4088.cif,0.44
perov_4089.cif,1.96
perov_4090.cif,1.64
perov_4091.cif,1.78
perov_4092.cif,1.54
perov_4093.cif,2.34
perov_4094.cif,1.86
perov_4095.cif,0.42
perov_4096.cif,1.52
perov_4097.cif,1.48
perov_4098.cif,1.4
perov_4099.cif,0.9
perov_4100.cif,0.9
perov_4101.cif,1.32
perov_4102.cif,2.04
perov_4103.cif,1.74
perov_4104.cif,1.66
perov_4105.cif,3.9
perov_4106.cif,1.44
perov_4107.cif,0.84
perov_4108.cif,0.7
perov_4109.cif,1.34
perov_4110.cif,1.88
perov_4111.cif,0.98
perov_4112.cif,1.76
perov_4113.cif,1.0
perov_4114.cif,0.44
perov_4115.cif,0.76
perov_4116.cif,1.16
perov_4117.cif,1.52
perov_4118.cif,1.18
perov_4119.cif,1.86
perov_4120.cif,1.44
perov_4121.cif,3.28
perov_4122.cif,2.68
perov_4123.cif,3.96
perov_4124.cif,1.4
perov_4125.cif,0.3
perov_4126.cif,2.48
perov_4127.cif,1.1
perov_4128.cif,1.46
perov_4129.cif,2.04
perov_4130.cif,2.0
perov_4131.cif,1.78
perov_4132.cif,1.7
perov_4133.cif,1.1
perov_4134.cif,1.74
perov_4135.cif,1.04
perov_4136.cif,2.22
perov_4137.cif,1.16
perov_4138.cif,1.8
perov_4139.cif,1.28
perov_4140.cif,2.02
perov_4141.cif,4.96
perov_4142.cif,1.5
perov_4143.cif,3.46
perov_4144.cif,0.98
perov_4145.cif,1.36
perov_4146.cif,1.48
perov_4147.cif,1.56
perov_4148.cif,1.58
perov_4149.cif,1.82
perov_4150.cif,0.46
perov_4151.cif,0.78
perov_4152.cif,1.24
perov_4153.cif,1.12
perov_4154.cif,0.86
perov_4155.cif,0.94
perov_4156.cif,2.56
perov_4157.cif,0.96
perov_4158.cif,2.2
perov_4159.cif,-0.32
perov_4160.cif,1.86
perov_4161.cif,0.56
perov_4162.cif,0.78
perov_4163.cif,1.2
perov_4164.cif,1.36
perov_4165.cif,1.6
perov_4166.cif,1.78
perov_4167.cif,2.3
perov_4168.cif,1.4
perov_4169.cif,1.96
perov_4170.cif,1.32
perov_4171.cif,1.14
perov_4172.cif,1.94
perov_4173.cif,0.64
perov_4174.cif,0.82
perov_4175.cif,1.82
perov_4176.cif,1.48
perov_4177.cif,0.78
perov_4178.cif,1.86
perov_4179.cif,1.7
perov_4180.cif,0.62
perov_4181.cif,2.26
perov_4182.cif,1.88
perov_4183.cif,1.2
perov_4184.cif,1.88
perov_4185.cif,3.04
perov_4186.cif,1.52
perov_4187.cif,0.52
perov_4188.cif,1.04
perov_4189.cif,2.06
perov_4190.cif,1.3
perov_4191.cif,1.04
perov_4192.cif,0.42
perov_4193.cif,0.44
perov_4194.cif,2.86
perov_4195.cif,1.4
perov_4196.cif,0.9
perov_4197.cif,2.44
perov_4198.cif,0.8
perov_4199.cif,0.54
perov_4200.cif,2.06
perov_4201.cif,1.28
perov_4202.cif,1.22
perov_4203.cif,3.52
perov_4204.cif,1.46
perov_4205.cif,1.5
perov_4206.cif,1.54
perov_4207.cif,1.04
perov_4208.cif,1.94
perov_4209.cif,0.6
perov_4210.cif,1.46
perov_4211.cif,1.18
perov_4212.cif,1.8
perov_4213.cif,1.56
perov_4214.cif,1.14
perov_4215.cif,1.0
perov_4216.cif,3.06
perov_4217.cif,1.46
perov_4218.cif,1.74
perov_4219.cif,2.08
perov_4220.cif,1.26
perov_4221.cif,0.94
perov_4222.cif,0.58
perov_4223.cif,0.9
perov_4224.cif,1.48
perov_4225.cif,2.3
perov_4226.cif,3.1
perov_4227.cif,3.98
perov_4228.cif,1.16
perov_4229.cif,1.48
perov_4230.cif,0.7
perov_4231.cif,1.2
perov_4232.cif,0.56
perov_4233.cif,1.0
perov_4234.cif,0.34
perov_4235.cif,2.8
perov_4236.cif,1.58
perov_4237.cif,1.96
perov_4238.cif,1.04
perov_4239.cif,0.76
perov_4240.cif,0.46
perov_4241.cif,1.36
perov_4242.cif,3.8
perov_4243.cif,1.32
perov_4244.cif,0.24
perov_4245.cif,2.14
perov_4246.cif,1.34
perov_4247.cif,2.58
perov_4248.cif,0.92
perov_4249.cif,1.86
perov_4250.cif,1.38
perov_4251.cif,1.24
perov_4252.cif,1.38
perov_4253.cif,0.7
perov_4254.cif,1.62
perov_4255.cif,1.16
perov_4256.cif,1.64
perov_4257.cif,1.34
perov_4258.cif,1.08
perov_4259.cif,1.82
perov_4260.cif,1.16
perov_4261.cif,0.98
perov_4262.cif,1.7
perov_4263.cif,0.72
perov_4264.cif,1.08
perov_4265.cif,2.0
perov_4266.cif,2.06
perov_4267.cif,2.5
perov_4268.cif,1.82
perov_4269.cif,1.58
perov_4270.cif,1.76
perov_4271.cif,1.4
perov_4272.cif,1.32
perov_4273.cif,1.04
perov_4274.cif,1.42
perov_4275.cif,1.04
perov_4276.cif,1.54
perov_4277.cif,2.26
perov_4278.cif,0.78
perov_4279.cif,2.6
perov_4280.cif,0.46
perov_4281.cif,2.34
perov_4282.cif,1.44
perov_4283.cif,1.28
perov_4284.cif,0.7
perov_4285.cif,1.44
perov_4286.cif,2.04
perov_4287.cif,1.54
perov_4288.cif,1.62
perov_4289.cif,3.66
perov_4290.cif,3.06
perov_4291.cif,0.62
perov_4292.cif,1.5
perov_4293.cif,1.2
perov_4294.cif,1.94
perov_4295.cif,0.54
perov_4296.cif,2.22
perov_4297.cif,1.72
perov_4298.cif,2.8
perov_4299.cif,0.98
perov_4300.cif,1.56
perov_4301.cif,0.82
perov_4302.cif,1.88
perov_4303.cif,0.64
perov_4304.cif,1.92
perov_4305.cif,1.66
perov_4306.cif,1.56
perov_4307.cif,1.98
perov_4308.cif,1.76
perov_4309.cif,3.28
perov_4310.cif,0.92
perov_4311.cif,0.68
perov_4312.cif,1.52
perov_4313.cif,0.88
perov_4314.cif,-0.02
perov_4315.cif,1.02
perov_4316.cif,0.86
perov_4317.cif,1.82
perov_4318.cif,1.92
perov_4319.cif,1.16
perov_4320.cif,1.02
perov_4321.cif,0.84
perov_4322.cif,1.14
perov_4323.cif,3.42
perov_4324.cif,1.12
perov_4325.cif,1.62
perov_4326.cif,2.72
perov_4327.cif,1.7
perov_4328.cif,2.08
perov_4329.cif,2.2
perov_4330.cif,1.56
perov_4331.cif,1.26
perov_4332.cif,0.94
perov_4333.cif,1.86
perov_4334.cif,1.36
perov_4335.cif,2.5
perov_4336.cif,2.32
perov_4337.cif,2.5
perov_4338.cif,2.14
perov_4339.cif,1.68
perov_4340.cif,0.36
perov_4341.cif,0.88
perov_4342.cif,2.16
perov_4343.cif,1.42
perov_4344.cif,2.98
perov_4345.cif,1.46
perov_4346.cif,2.1
perov_4347.cif,0.22
perov_4348.cif,1.0
perov_4349.cif,1.4
perov_4350.cif,2.64
perov_4351.cif,1.26
perov_4352.cif,1.8
perov_4353.cif,1.22
perov_4354.cif,2.04
perov_4355.cif,1.88
perov_4356.cif,3.38
perov_4357.cif,0.42
perov_4358.cif,0.66
perov_4359.cif,1.58
perov_4360.cif,1.62
perov_4361.cif,1.44
perov_4362.cif,1.2
perov_4363.cif,1.3
perov_4364.cif,2.46
perov_4365.cif,1.5
perov_4366.cif,0.86
perov_4367.cif,0.76
perov_4368.cif,2.72
perov_4369.cif,0.26
perov_4370.cif,1.52
perov_4371.cif,1.92
perov_4372.cif,1.64
perov_4373.cif,1.58
perov_4374.cif,2.88
perov_4375.cif,1.22
perov_4376.cif,2.62
perov_4377.cif,1.24
perov_4378.cif,1.02
perov_4379.cif,0.96
perov_4380.cif,1.0
perov_4381.cif,1.02
perov_4382.cif,1.52
perov_4383.cif,1.26
perov_4384.cif,0.78
perov_4385.cif,1.14
perov_4386.cif,2.98
perov_4387.cif,1.62
perov_4388.cif,2.24
perov_4389.cif,1.74
perov_4390.cif,1.9
perov_4391.cif,0.08
perov_4392.cif,0.68
perov_4393.cif,1.0
perov_4394.cif,1.32
perov_4395.cif,1.44
perov_4396.cif,2.0
perov_4397.cif,1.74
perov_4398.cif,2.88
perov_4399.cif,2.0
perov_4400.cif,1.14
perov_4401.cif,1.0
perov_4402.cif,0.52
perov_4403.cif,1.14
perov_4404.cif,1.22
perov_4405.cif,1.44
perov_4406.cif,0.26
perov_4407.cif,1.22
perov_4408.cif,1.46
perov_4409.cif,3.66
perov_4410.cif,2.78
perov_4411.cif,0.88
perov_4412.cif,0.18
perov_4413.cif,1.58
perov_4414.cif,0.88
perov_4415.cif,0.48
perov_4416.cif,1.5
perov_4417.cif,1.3
perov_4418.cif,0.62
perov_4419.cif,3.82
perov_4420.cif,0.96
perov_4421.cif,0.78
perov_4422.cif,2.32
perov_4423.cif,1.94
perov_4424.cif,0.26
perov_4425.cif,1.6
perov_4426.cif,0.8
perov_4427.cif,1.32
perov_4428.cif,2.2
perov_4429.cif,2.0
perov_4430.cif,0.96
perov_4431.cif,1.46
perov_4432.cif,1.2
perov_4433.cif,0.18
perov_4434.cif,3.4
perov_4435.cif,1.16
perov_4436.cif,1.64
perov_4437.cif,0.88
perov_4438.cif,3.22
perov_4439.cif,2.22
perov_4440.cif,1.18
perov_4441.cif,1.16
perov_4442.cif,1.3
perov_4443.cif,1.46
perov_4444.cif,1.42
perov_4445.cif,0.48
perov_4446.cif,1.56
perov_4447.cif,1.86
perov_4448.cif,1.32
perov_4449.cif,0.96
perov_4450.cif,1.02
perov_4451.cif,2.56
perov_4452.cif,1.66
perov_4453.cif,0.44
perov_4454.cif,1.52
perov_4455.cif,1.68
perov_4456.cif,1.56
perov_4457.cif,1.84
perov_4458.cif,1.36
perov_4459.cif,1.38
perov_4460.cif,0.9
perov_4461.cif,2.4
perov_4462.cif,0.72
perov_4463.cif,0.62
perov_4464.cif,1.68
perov_4465.cif,1.36
perov_4466.cif,1.48
perov_4467.cif,3.02
perov_4468.cif,0.44
perov_4469.cif,2.58
perov_4470.cif,1.52
perov_4471.cif,0.16
perov_4472.cif,2.24
perov_4473.cif,0.88
perov_4474.cif,0.96
perov_4475.cif,2.42
perov_4476.cif,1.96
perov_4477.cif,1.36
perov_4478.cif,1.34
perov_4479.cif,1.76
perov_4480.cif,1.6
perov_4481.cif,3.24
perov_4482.cif,1.1
perov_4483.cif,2.26
perov_4484.cif,1.52
perov_4485.cif,1.88
perov_4486.cif,0.94
perov_4487.cif,0.66
perov_4488.cif,2.5
perov_4489.cif,1.34
perov_4490.cif,1.5
perov_4491.cif,1.02
perov_4492.cif,0.62
perov_4493.cif,1.34
perov_4494.cif,0.78
perov_4495.cif,2.38
perov_4496.cif,2.06
perov_4497.cif,0.32
perov_4498.cif,1.24
perov_4499.cif,0.5
perov_4500.cif,1.58
perov_4501.cif,0.78
perov_4502.cif,2.4
perov_4503.cif,0.78
perov_4504.cif,1.62
perov_4505.cif,0.72
perov_4506.cif,3.38
perov_4507.cif,1.22
perov_4508.cif,2.3
perov_4509.cif,1.08
perov_4510.cif,0.96
perov_4511.cif,1.68
perov_4512.cif,1.34
perov_4513.cif,1.28
perov_4514.cif,2.36
perov_4515.cif,1.2
perov_4516.cif,1.16
perov_4517.cif,0.88
perov_4518.cif,3.1
perov_4519.cif,1.64
perov_4520.cif,1.52
perov_4521.cif,0.94
perov_4522.cif,1.38
perov_4523.cif,3.04
perov_4524.cif,1.44
perov_4525.cif,1.74
perov_4526.cif,1.84
perov_4527.cif,0.8
perov_4528.cif,0.78
perov_4529.cif,1.74
perov_4530.cif,2.46
perov_4531.cif,1.36
perov_4532.cif,0.56
perov_4533.cif,0.96
perov_4534.cif,1.2
perov_4535.cif,0.74
perov_4536.cif,1.04
perov_4537.cif,1.86
perov_4538.cif,0.92
perov_4539.cif,1.12
perov_4540.cif,3.66
perov_4541.cif,0.56
perov_4542.cif,2.7
perov_4543.cif,1.32
perov_4544.cif,3.12
perov_4545.cif,0.8
perov_4546.cif,2.08
perov_4547.cif,0.44
perov_4548.cif,1.92
perov_4549.cif,1.04
perov_4550.cif,3.8
perov_4551.cif,1.32
perov_4552.cif,1.76
perov_4553.cif,1.5
perov_4554.cif,0.68
perov_4555.cif,0.94
perov_4556.cif,0.9
perov_4557.cif,0.74
perov_4558.cif,1.16
perov_4559.cif,3.44
perov_4560.cif,0.86
perov_4561.cif,1.64
perov_4562.cif,0.56
perov_4563.cif,0.82
perov_4564.cif,1.14
perov_4565.cif,1.14
perov_4566.cif,2.44
perov_4567.cif,1.44
perov_4568.cif,1.66
perov_4569.cif,1.64
perov_4570.cif,1.92
perov_4571.cif,1.22
perov_4572.cif,1.68
perov_4573.cif,1.04
perov_4574.cif,0.38
perov_4575.cif,1.1
perov_4576.cif,1.84
perov_4577.cif,1.9
perov_4578.cif,1.0
perov_4579.cif,3.02
perov_4580.cif,3.92
perov_4581.cif,1.96
perov_4582.cif,2.58
perov_4583.cif,0.8
perov_4584.cif,2.66
perov_4585.cif,1.28
perov_4586.cif,1.58
perov_4587.cif,1.06
perov_4588.cif,1.02
perov_4589.cif,1.4
perov_4590.cif,1.16
perov_4591.cif,1.4
perov_4592.cif,0.52
perov_4593.cif,1.78
perov_4594.cif,0.36
perov_4595.cif,2.72
perov_4596.cif,2.6
perov_4597.cif,1.38
perov_4598.cif,0.72
perov_4599.cif,1.68
perov_4600.cif,1.84
perov_4601.cif,1.04
perov_4602.cif,2.42
perov_4603.cif,0.66
perov_4604.cif,0.72
perov_4605.cif,0.7
perov_4606.cif,0.38
perov_4607.cif,2.52
perov_4608.cif,1.02
perov_4609.cif,4.38
perov_4610.cif,1.44
perov_4611.cif,1.98
perov_4612.cif,1.14
perov_4613.cif,2.02
perov_4614.cif,1.94
perov_4615.cif,2.3
perov_4616.cif,0.28
perov_4617.cif,3.84
perov_4618.cif,1.1
perov_4619.cif,0.46
perov_4620.cif,2.0
perov_4621.cif,0.86
perov_4622.cif,0.84
perov_4623.cif,3.28
perov_4624.cif,2.52
perov_4625.cif,0.78
perov_4626.cif,0.58
perov_4627.cif,1.3
perov_4628.cif,1.64
perov_4629.cif,0.68
perov_4630.cif,2.2
perov_4631.cif,1.74
perov_4632.cif,0.84
perov_4633.cif,1.08
perov_4634.cif,1.24
perov_4635.cif,0.98
perov_4636.cif,0.6
perov_4637.cif,2.38
perov_4638.cif,0.8
perov_4639.cif,1.22
perov_4640.cif,1.16
perov_4641.cif,0.82
perov_4642.cif,0.84
perov_4643.cif,1.46
perov_4644.cif,1.64
perov_4645.cif,1.32
perov_4646.cif,0.64
perov_4647.cif,3.08
perov_4648.cif,-0.16
perov_4649.cif,1.18
perov_4650.cif,1.36
perov_4651.cif,1.4
perov_4652.cif,0.68
perov_4653.cif,1.86
perov_4654.cif,4.24
perov_4655.cif,1.32
perov_4656.cif,0.76
perov_4657.cif,-0.36
perov_4658.cif,1.42
perov_4659.cif,1.38
perov_4660.cif,0.26
perov_4661.cif,0.38
perov_4662.cif,1.7
perov_4663.cif,2.1
perov_4664.cif,0.9
perov_4665.cif,1.04
perov_4666.cif,1.08
perov_4667.cif,0.22
perov_4668.cif,1.12
perov_4669.cif,1.74
perov_4670.cif,0.84
perov_4671.cif,1.02
perov_4672.cif,1.08
perov_4673.cif,4.34
perov_4674.cif,0.94
perov_4675.cif,2.62
perov_4676.cif,0.68
perov_4677.cif,1.42
perov_4678.cif,1.98
perov_4679.cif,2.2
perov_4680.cif,1.86
perov_4681.cif,0.62
perov_4682.cif,2.48
perov_4683.cif,1.2
perov_4684.cif,1.08
perov_4685.cif,2.26
perov_4686.cif,0.76
perov_4687.cif,0.96
perov_4688.cif,0.94
perov_4689.cif,1.24
perov_4690.cif,1.08
perov_4691.cif,1.98
perov_4692.cif,1.56
perov_4693.cif,1.08
perov_4694.cif,1.92
perov_4695.cif,0.4
perov_4696.cif,3.58
perov_4697.cif,1.3
perov_4698.cif,2.06
perov_4699.cif,1.66
perov_4700.cif,1.68
perov_4701.cif,0.7
perov_4702.cif,1.12
perov_4703.cif,0.62
perov_4704.cif,1.06
