,id,fermi level,fermi width,e_form,gap is direct,mu_b,formula,vbm,cbm,gap gllbsc
2795,perov_2795.cif,0.287250441096,0.0018374654734000001,1.48,True,-1.9429147983575121,RuOsO2S,5.9976392779362095,5.9976392779362095,0.0
2796,perov_2796.cif,0.0858705328217,0.0018374654734000001,2.76,True,-0.3116156712386329,BeYON2,5.738126419884122,5.738126419884122,0.0
2797,perov_2797.cif,0.260987186783,0.0018374654734000001,1.14,True,-7.118116260520509e-05,InBO2S,5.4230032489323134,5.4230032489323134,0.0
2798,perov_2798.cif,0.21548409745000002,0.0018374654734000001,1.9,True,-0.2611271602840261,VGaN3,5.360572108144057,5.360572108144057,0.0
2799,perov_2799.cif,0.230399094694,0.0036749309468000002,1.16,True,0.3217217800944657,GeRuOFN,6.521538949272159,6.521538949272159,0.0
2800,perov_2800.cif,-0.07420962097589999,0.0036749309468000002,2.26,True,0.0,GaKO2F,5.395121197526853,5.395121197526853,0.0
2801,perov_2801.cif,0.176561340849,0.0036749309468000002,1.14,True,-1.5093530352647865e-15,MgAsOFN,6.4687065614498005,6.4687065614498005,0.0
2802,perov_2802.cif,0.256576336498,0.0036749309468000002,1.22,True,1.9006173171672351,RhGeOFN,6.46251078334417,6.46251078334417,0.0
2803,perov_2803.cif,0.13065526113099998,0.0018374654734000001,2.16,True,0.4355663548299838,CuAgON2,6.021503684173648,6.021503684173648,0.0
2804,perov_2804.cif,0.273443554697,0.0036749309468000002,1.54,True,1.6453670781402257e-07,PtOsO2F,6.938106264524275,6.938106264524275,0.0
2805,perov_2805.cif,0.119691788649,0.0018374654734000001,1.4,True,0.9948390831694491,SiYO3,5.785708020008488,5.785708020008488,0.0
2806,perov_2806.cif,0.264455131862,0.0018374654734000001,1.54,True,0.0,RuAlO2N,5.688115179278437,5.688115179278437,0.0
2807,perov_2807.cif,0.331609411836,0.0018374654734000001,1.24,False,-0.0003641524140015941,HfGaO2N,5.957813587807538,4.797813587807538,1.2
2808,perov_2808.cif,0.079168851506,0.0018374654734000001,2.58,True,-0.0005141731928155796,LiCdON2,5.558617673871046,5.558617673871046,0.0
2809,perov_2809.cif,0.141169266762,0.0036749309468000002,1.64,True,1.202553633624401,CdAgOFN,6.455254403008108,6.455254403008108,0.0
2810,perov_2810.cif,0.301250391131,0.0018374654734000001,1.82,True,0.3146491209457967,OsRhN3,6.046110907675865,6.046110907675865,0.0
2811,perov_2811.cif,0.300330807232,0.0018374654734000001,1.14,True,1.8488971464274555,VCrN3,5.524458743771371,5.524458743771371,0.0
2812,perov_2812.cif,0.155023026923,0.0018374654734000001,-0.58,False,-0.00040877440778386016,NaTaO3,7.790384111205957,3.190384111205958,4.6
2813,perov_2813.cif,0.238580679773,0.0018374654734000001,0.84,True,0.0,PtVO2N,6.073743004113508,6.073743004113508,0.0
2814,perov_2814.cif,0.236414765444,0.0018374654734000001,1.42,True,1.219156601135616,OsBiO2S,5.889876704803907,5.889876704803907,0.0
2815,perov_2815.cif,0.178767761059,0.0018374654734000001,2.36,True,-0.02694573617537553,PtKON2,5.570662812969563,5.570662812969563,0.0
2816,perov_2816.cif,0.126777275548,0.0018374654734000001,1.38,True,2.4668599754543425,TlMgO2S,5.918297465079537,5.918297465079537,0.0
2817,perov_2817.cif,0.19630205690900002,0.0036749309468000002,2.24,True,3.665961083073892,WPbOFN,6.278219259764246,6.278219259764246,0.0
2818,perov_2818.cif,0.253450588427,0.0018374654734000001,1.88,True,0.006833610890357277,ZrBaON2,5.221797128916398,5.221797128916398,0.0
2819,perov_2819.cif,0.188771107398,0.0018374654734000001,1.62,True,0.3040062734112823,SbMgON2,5.91462699137527,5.91462699137527,0.0
2820,perov_2820.cif,0.0798922161966,0.0018374654734000001,3.92,True,4.069611370747763,BeSrON2,5.2265844824832115,5.2265844824832115,0.0
2821,perov_2821.cif,0.303304873373,0.0018374654734000001,1.14,True,0.024132990755116882,BiRuN3,5.992933139157747,5.792933139157747,0.2
2822,perov_2822.cif,0.212809439501,0.0036749309468000002,1.26,True,4.116389547670116,NiFeOFN,6.332158327849606,6.332158327849606,0.0
2823,perov_2823.cif,0.18736090576699999,0.0018374654734000001,1.64,True,2.999855594165596,CuBeO3,6.228332717515867,6.228332717515867,0.0
2824,perov_2824.cif,0.133310037483,0.0018374654734000001,2.56,True,5.3927471644795935,KZnN3,5.288782680051259,5.288782680051259,0.0
2825,perov_2825.cif,0.14395394387399998,0.0018374654734000001,0.82,True,1.2041937651771162,KCrO2S,5.015886822435054,5.015886822435054,0.0
2826,perov_2826.cif,0.236379768657,0.0036749309468000002,1.3,True,1.9952729384933503,NiBO2F,6.447481877712018,6.447481877712018,0.0
2827,perov_2827.cif,0.227804794047,0.0036749309468000002,1.34,True,0.5874586864223303,RhFeOFN,6.303110504713888,6.303110504713888,0.0
2828,perov_2828.cif,0.32196704536,0.0018374654734000001,0.94,True,-0.056481509012262385,BiVN3,5.635721338729062,5.635721338729062,0.0
2829,perov_2829.cif,0.11705332626800001,0.0018374654734000001,1.64,True,2.999994399775128,NaSnON2,5.46556951955144,5.46556951955144,0.0
2830,perov_2830.cif,0.267644468824,0.0018374654734000001,1.44,True,0.17519897680296914,WGaN3,5.580089663954881,5.580089663954881,0.0
2831,perov_2831.cif,0.14278141280099999,0.0036749309468000002,0.88,True,-3.2038464416848286e-15,LiTeO2F,6.528210954933803,6.028210954933803,0.5
2832,perov_2832.cif,0.29102508608399996,0.0018374654734000001,0.22,True,-7.536533651375357e-06,BaAsO3,5.708987846243455,5.708987846243455,0.0
2833,perov_2833.cif,0.18212797302900002,0.0018374654734000001,0.8,True,2.5425802725465006e-06,SrBiO2S,4.925501219430614,4.925501219430614,0.0
2834,perov_2834.cif,0.245327628141,0.0018374654734000001,1.88,True,1.9909976306338029,ZrCaON2,5.019697803487234,5.019697803487234,0.0
2835,perov_2835.cif,0.191674927982,0.0018374654734000001,0.52,False,0.000919734555353102,InScO3,5.514183378848029,5.204183378848027,0.3
2836,perov_2836.cif,0.33220966968800003,0.0018374654734000001,2.6,True,1.4377294705507526,RePdN3,5.850884476775918,5.850884476775918,0.0
2837,perov_2837.cif,0.242101031884,0.0036749309468000002,1.1,True,1.9441907615862792,NiGeOFN,6.492293201105504,6.492293201105504,0.0
2838,perov_2838.cif,0.351743814389,0.0018374654734000001,1.0,True,2.184680320578702,WCrN3,5.75068752236909,5.75068752236909,0.0
2839,perov_2839.cif,0.281430750453,0.0018374654734000001,0.92,True,2.7992234946677326,ReTiO3,5.678971370325789,5.678971370325789,0.0
2840,perov_2840.cif,-0.034418262425099995,0.0036749309468000002,3.06,True,0.0,AuKOFN,6.027736501204988,6.027736501204988,0.0
2841,perov_2841.cif,0.30195270595,0.0018374654734000001,1.7,True,-3.6612453426381215,MoTeO2N,6.153925905457507,6.153925905457507,0.0
2842,perov_2842.cif,0.312674750297,0.0036749309468000002,1.52,True,3.666649337236519,WGeOFN,6.492293201105504,6.492293201105504,0.0
2843,perov_2843.cif,0.217491625412,0.0018374654734000001,1.88,True,0.5307543476846526,BiBaON2,5.350176171332099,5.350176171332099,0.0
2844,perov_2844.cif,0.0794215182835,0.0036749309468000002,1.46,True,2.8222679782324764,GaMgOFN,5.8477967896649385,5.8477967896649385,0.0
2845,perov_2845.cif,0.00249533646062,0.0018374654734000001,2.2,True,0.16209902195124926,NaRbO3,4.907825685504738,4.907825685504738,0.0
2846,perov_2846.cif,0.132465998109,0.0018374654734000001,1.7,True,2.7532485953078023,CoKO3,5.364555590273549,5.364555590273549,0.0
2847,perov_2847.cif,0.201271365936,0.0036749309468000002,0.5,True,-1.4574226214736313e-15,GaAlO2F,5.7087252076521695,5.7087252076521695,0.0
2848,perov_2848.cif,0.031017243115500002,0.0018374654734000001,1.8,True,0.0,InBaO2S,4.936002431842549,4.936002431842549,0.0
2849,perov_2849.cif,0.278390023472,0.0018374654734000001,1.2,True,-0.00014424161806329762,TeSiO2S,6.207431372914352,6.207431372914352,0.0
2850,perov_2850.cif,0.162874963696,0.0018374654734000001,1.88,True,-3.2349574369234646,CrAgO3,5.883857793050782,5.883857793050782,0.0
2851,perov_2851.cif,0.289535116518,0.0018374654734000001,0.46,False,3.998709333259924e-05,LaInO2S,6.305333308258276,3.805333308258275,2.5
2852,perov_2852.cif,0.33718353591399997,0.0018374654734000001,1.44,True,-2.4229682035068496,NbSbO2N,6.033720918934276,6.033720918934276,0.0
2853,perov_2853.cif,0.165802571926,0.0036749309468000002,1.02,True,-4.441332482937746e-15,SbLaO2F,6.1285519620450675,6.1285519620450675,0.0
2854,perov_2854.cif,0.13833737427999998,0.0036749309468000002,1.88,True,3.1971491514407013,RhPbOFN,6.249418873983808,6.249418873983808,0.0
2855,perov_2855.cif,0.08966730221699999,0.0018374654734000001,2.2,True,0.0,NiYO2N,5.655533048512463,5.655533048512463,0.0
2856,perov_2856.cif,0.114726062069,0.0036749309468000002,1.4,True,2.576174725994606,LiNiOFN,5.964305187067829,5.964305187067829,0.0
2857,perov_2857.cif,0.158338055764,0.0018374654734000001,1.76,True,2.3675763403273042,GaLiO3,5.282266161009869,5.282266161009869,0.0
2858,perov_2858.cif,0.17918606517000002,0.0018374654734000001,3.2,True,1.6666492272988744,NbRbO2N,5.215308970153162,5.215308970153162,0.0
2859,perov_2859.cif,0.14071294059800002,0.0018374654734000001,1.66,True,0.0,CsAgO3,5.292274994752656,5.292274994752656,0.0
2860,perov_2860.cif,0.270972868504,0.0018374654734000001,1.24,True,-1.6953339592568288,TiSnO3,5.75883314870172,5.75883314870172,0.0
2861,perov_2861.cif,0.23261573273299999,0.0018374654734000001,1.2,True,2.5628971060281174,NbAsO2S,5.953100846098603,5.953100846098603,0.0
2862,perov_2862.cif,0.275798576976,0.0036749309468000002,0.56,True,1.858012815872352e-15,CsTaOFN,5.518253121483822,5.518253121483822,0.0
2863,perov_2863.cif,0.294554801509,0.0036749309468000002,1.52,True,-0.1826357441511591,WFeOFN,6.332158327849606,6.332158327849606,0.0
2864,perov_2864.cif,0.235940018528,0.0018374654734000001,1.82,True,-5.45289253786051e-05,BiCaON2,5.143108189091703,5.143108189091703,0.0
2865,perov_2865.cif,0.197294368829,0.0018374654734000001,3.12,True,4.268358985886888,PtHgN3,6.450981347243668,6.450981347243668,0.0
2866,perov_2866.cif,0.327321015079,0.0018374654734000001,1.3,True,2.7576744507190507,RuReN3,5.863973834666704,5.863973834666704,0.0
2867,perov_2867.cif,0.061031712245500004,0.0018374654734000001,1.72,True,0.0,InCaO2S,4.744964224657523,4.744964224657523,0.0
2868,perov_2868.cif,0.12722205677999998,0.0036749309468000002,1.92,True,0.0,NiPbOFN,6.278219259764246,6.278219259764246,0.0
2869,perov_2869.cif,0.0955439085457,0.0036749309468000002,1.08,True,1.8817973247356308,NaRhO2F,5.9138567363616685,5.9138567363616685,0.0
2870,perov_2870.cif,0.33504396101,0.0036749309468000002,0.94,True,4.000045123832218,CrSiOFN,6.321003078405731,6.321003078405731,0.0
2871,perov_2871.cif,0.215481874522,0.0036749309468000002,0.86,False,1.0567401261040927e-15,AsGaO2F,6.8609291702820965,5.760929170282097,1.1
2872,perov_2872.cif,0.322345994315,0.0018374654734000001,-0.06,True,0.2976488065644283,CaNbO3,5.1876840756189,5.1876840756189,0.0
2873,perov_2873.cif,0.0940389205945,0.0036749309468000002,3.9,True,0.0,MnCsOFN,5.411945746654923,5.411945746654923,0.0
2874,perov_2874.cif,0.185258609128,0.0018374654734000001,2.02,True,2.3895164920184677,NaAsN3,5.659066435548053,5.659066435548053,0.0
2875,perov_2875.cif,0.158073155213,0.0018374654734000001,0.88,True,3.0000414741406334,CrGaO2S,5.304136000597293,5.304136000597293,0.0
2876,perov_2876.cif,0.2225239536,0.0036749309468000002,0.5,True,4.119085749457269,CdFeO2F,6.385487930331216,6.385487930331216,0.0
2877,perov_2877.cif,0.06808910448319999,0.0036749309468000002,2.58,True,1.8655479650334532,AgCsOFN,5.606882310920764,5.606882310920764,0.0
2878,perov_2878.cif,0.174679411981,0.0018374654734000001,2.96,True,0.0,FeLaON2,5.4661224314340595,5.4661224314340595,0.0
2879,perov_2879.cif,0.223218958957,0.0018374654734000001,1.78,True,-1.0728004359424983,CdPdON2,6.01070629150575,6.01070629150575,0.0
2880,perov_2880.cif,0.0836362990795,0.0018374654734000001,2.78,True,2.9999914792526745,BScO2N,5.678918348630423,5.678918348630423,0.0
2881,perov_2881.cif,0.267469761528,0.0018374654734000001,1.26,True,-0.017228905377967202,AlAsO2N,5.877343220611497,5.877343220611497,0.0
2882,perov_2882.cif,0.27035674356999995,0.0036749309468000002,1.08,True,4.988992504717953,TaVO2F,6.137979136279973,6.137979136279973,0.0
2883,perov_2883.cif,0.131495814256,0.0036749309468000002,1.58,True,2.179128355922081,CuPdOFN,6.472672423704837,6.472672423704837,0.0
2884,perov_2884.cif,-0.0389371069204,0.0018374654734000001,3.54,True,0.0,AlRbO2S,4.837491839247641,4.837491839247641,0.0
2885,perov_2885.cif,0.0739159282523,0.0036749309468000002,1.6,True,1.7426958407623727,AuCdO2F,6.850527976502246,6.850527976502246,0.0
2886,perov_2886.cif,0.193750083552,0.0018374654734000001,0.94,True,-2.813100987264328,CrRhO3,5.846275333177606,5.846275333177606,0.0
2887,perov_2887.cif,0.0904034653246,0.0036749309468000002,1.94,True,0.0,NiAgO2F,6.491951485928941,6.491951485928941,0.0
2888,perov_2888.cif,0.253993814039,0.0036749309468000002,1.32,True,-0.03422635363828224,YLaOFN,5.596487634470479,5.596487634470479,0.0
2889,perov_2889.cif,0.319479821138,0.0036749309468000002,1.78,True,1.8020519228706104,ZrSbOFN,6.317200306401057,6.317200306401057,0.0
2890,perov_2890.cif,0.24945378391999998,0.0018374654734000001,0.96,True,2.0068466644535867,AsMnON2,6.01085873529837,6.01085873529837,0.0
2891,perov_2891.cif,0.14458909422900001,0.0018374654734000001,1.52,True,2.012703275172523,ZnScO2N,5.720660413697321,5.720660413697321,0.0
2892,perov_2892.cif,0.196011208602,0.0018374654734000001,1.3,True,3.0006504466652086,VTeO2S,5.8701748372173945,5.8701748372173945,0.0
2893,perov_2893.cif,0.14877963976,0.0018374654734000001,1.86,True,-3.895339259421639,CoInO2N,5.597458759905448,5.597458759905448,0.0
2894,perov_2894.cif,0.16897046703899998,0.0018374654734000001,1.4,True,0.7673406384899408,AlSbO2S,5.596614864561928,5.596614864561928,0.0
2895,perov_2895.cif,0.22699402159200002,0.0036749309468000002,0.54,True,-2.9503798901253426e-15,PbAsO2F,6.562256935867349,6.562256935867349,0.0
2896,perov_2896.cif,0.15404264656,0.0018374654734000001,0.6,True,1.9999932405245688,SrMgO3,5.024458209842955,5.024458209842955,0.0
2897,perov_2897.cif,0.111772584924,0.0036749309468000002,1.82,True,3.136094978914464,RhAgO2F,6.4621706357345365,6.4621706357345365,0.0
2898,perov_2898.cif,0.296445667062,0.0036749309468000002,0.48,True,-7.287482615138646e-15,CdGeO2F,6.5469714636635095,6.5469714636635095,0.0
2899,perov_2899.cif,0.304588513487,0.0018374654734000001,1.52,True,0.013239612180200309,SnTeN3,6.187693688343173,6.187693688343173,0.0
2900,perov_2900.cif,0.0649876115751,0.0036749309468000002,2.66,True,1.0000065456146778,NbKO2F,5.641352115157673,5.641352115157673,0.0
2901,perov_2901.cif,0.256587904256,0.0018374654734000001,2.1,True,0.40606978059578935,ZrSrN3,4.890428597365628,4.890428597365628,0.0
2902,perov_2902.cif,0.22232409437800002,0.0018374654734000001,1.52,True,-0.6822330649392255,NiRuO3,6.101126416820692,6.101126416820692,0.0
2903,perov_2903.cif,0.381960903015,0.0018374654734000001,1.72,True,0.05339587835269022,OsBON2,6.0859165054673365,6.0859165054673365,0.0
2904,perov_2904.cif,0.255321612718,0.0036749309468000002,0.54,True,3.9821948725274094e-15,BiInO2F,5.9600354035343655,5.9600354035343655,0.0
2905,perov_2905.cif,0.032799006557,0.0018374654734000001,2.96,True,-0.09262173869617953,CuKO2N,5.370856496475398,5.370856496475398,0.0
2906,perov_2906.cif,0.172658162355,0.0018374654734000001,0.8,True,-0.0008195858032162423,CuVON2,5.7741606471416675,5.7741606471416675,0.0
2907,perov_2907.cif,0.220690074263,0.0036749309468000002,1.16,True,2.9280661395380485,RuVOFN,6.209534240758615,6.209534240758615,0.0
2908,perov_2908.cif,0.253133205004,0.0018374654734000001,1.48,True,-0.0007236432724800443,AuTeON2,6.608796681872128,6.608796681872128,0.0
2909,perov_2909.cif,0.191805563076,0.0036749309468000002,3.46,True,0.0,ZrRbOFN,5.4603373054329065,5.4603373054329065,0.0
2910,perov_2910.cif,0.254828198045,0.0036749309468000002,1.06,True,-7.707382807423238e-15,TeGaOFN,6.311033534598259,6.311033534598259,0.0
2911,perov_2911.cif,0.328540717915,0.0018374654734000001,1.24,True,-0.217695663345756,CsReON2,5.113172648023089,5.113172648023089,0.0
2912,perov_2912.cif,0.291195398855,0.0018374654734000001,0.6,True,1.8651015636727253,BaTaN3,5.310120502896579,5.310120502896579,0.0
2913,perov_2913.cif,0.19930897515,0.0036749309468000002,1.96,True,0.9402263432602529,TiAuOFN,6.470755720700534,6.470755720700534,0.0
2914,perov_2914.cif,0.22279710360999996,0.0018374654734000001,1.08,True,1.809318164695778,CsRhO3,5.258471201455167,5.258471201455167,0.0
2915,perov_2915.cif,0.191377325745,0.0018374654734000001,1.56,True,0.001928158076118791,SnAgO2N,6.014439460816913,6.014439460816913,0.0
2916,perov_2916.cif,0.25542786363000003,0.0018374654734000001,1.56,True,0.5715844881355299,SiNiON2,6.083936680594494,6.083936680594494,0.0
2917,perov_2917.cif,0.177701571715,0.0018374654734000001,2.44,True,0.4312825414360688,CsCuON2,5.227778584614363,5.227778584614363,0.0
2918,perov_2918.cif,0.32482099876,0.0018374654734000001,0.48,True,0.0354093554150836,BiNbO2N,5.837208890926043,5.837208890926043,0.0
2919,perov_2919.cif,0.12133050340999998,0.0036749309468000002,1.58,True,1.3271350166608045,HgAgOFN,6.670627936266122,6.670627936266122,0.0
2920,perov_2920.cif,0.277593941694,0.0018374654734000001,1.62,True,4.4173548749581855,PbNiN3,5.8023123239097965,5.8023123239097965,0.0
2921,perov_2921.cif,0.163017440565,0.0018374654734000001,1.94,True,0.9851112201080632,MoNaON2,5.359874895742457,5.359874895742457,0.0
2922,perov_2922.cif,0.192702631669,0.0018374654734000001,3.08,True,1.505782617198939,RhHgN3,6.1255972375344605,6.1255972375344605,0.0
2923,perov_2923.cif,0.21118550797000002,0.0018374654734000001,1.64,True,-0.5848444518796121,HfHgO3,5.972579814080339,5.972579814080339,0.0
2924,perov_2924.cif,0.373435967401,0.0036749309468000002,1.1,True,3.688171372018783,ZrCrOFN,5.990800922867589,5.990800922867589,0.0
2925,perov_2925.cif,0.223471558105,0.0036749309468000002,0.7,True,2.1734507390844984,CoNbO2F,6.328690039883837,6.328690039883837,0.0
2926,perov_2926.cif,0.21569359847800001,0.0018374654734000001,1.82,True,0.006106081621862104,CuCuN3,5.990069372811947,5.990069372811947,0.0
2927,perov_2927.cif,0.177949154179,0.0018374654734000001,1.14,True,0.8440596141825019,CuIrO2S,6.098737228052768,6.098737228052768,0.0
2928,perov_2928.cif,0.14821204911699998,0.0018374654734000001,1.46,True,1.9999588384438187,KBO3,5.362058123832113,5.362058123832113,0.0
2929,perov_2929.cif,0.344686930642,0.0018374654734000001,1.08,True,0.1407151157990896,TaGeN3,5.91601115474545,5.91601115474545,0.0
2930,perov_2930.cif,0.17780389022999998,0.0036749309468000002,1.2,True,4.010137246705635,MnScOFN,5.888625084563388,5.888625084563388,0.0
2931,perov_2931.cif,0.197929765207,0.0036749309468000002,2.06,True,0.0,IrPdO2F,6.7513152859508425,6.7513152859508425,0.0
2932,perov_2932.cif,0.16680665234,0.0036749309468000002,1.62,True,2.8575137843831446,CoBiOFN,6.318559490358718,6.318559490358718,0.0
2933,perov_2933.cif,0.12731952498500002,0.0036749309468000002,1.2,True,1.99670094943836,AgScOFN,6.100731486949988,6.100731486949988,0.0
2934,perov_2934.cif,0.324755479363,0.0018374654734000001,1.38,True,1.4594455202530732,IrFeON2,6.126130129182447,6.126130129182447,0.0
2935,perov_2935.cif,0.11470856794000002,0.0018374654734000001,1.48,True,0.00013648053801418314,BaSrO2S,4.521775801341863,4.521775801341863,0.0
2936,perov_2936.cif,0.18670958442000002,0.0018374654734000001,3.12,True,-0.3358581027471349,BCsO2N,5.219214597824881,5.219214597824881,0.0
2937,perov_2937.cif,0.144831879369,0.0018374654734000001,2.2,True,-0.00027216782867686684,BPbO2S,5.674889978828678,5.674889978828678,0.0
2938,perov_2938.cif,0.14844125934900002,0.0036749309468000002,1.88,True,4.9234216843747785,RuLiO2F,6.033425274515354,6.033425274515354,0.0
2939,perov_2939.cif,0.1421587083,0.0018374654734000001,1.8,True,0.0017347726181817789,HgHgO3,6.503470684390278,6.503470684390278,0.0
2940,perov_2940.cif,0.301895385507,0.0018374654734000001,0.78,True,3.5746091757339684,TeMnO3,6.139034055601607,6.139034055601607,0.0
2941,perov_2941.cif,0.199129505239,0.0018374654734000001,2.02,True,0.001174857282247643,CdCdN3,5.963237918959758,5.963237918959758,0.0
2942,perov_2942.cif,0.26884683037900003,0.0018374654734000001,2.16,True,-4.838640949245132e-06,SiAuN3,6.377892570459918,6.377892570459918,0.0
2943,perov_2943.cif,0.167250730146,0.0018374654734000001,1.72,True,1.9604871052148116,GaZnO2N,5.671877866143191,5.671877866143191,0.0
2944,perov_2944.cif,0.09672349561440001,0.0018374654734000001,1.84,True,0.998703931566922,BHfO3,5.742742191329402,5.742742191329402,0.0
2945,perov_2945.cif,0.372581673274,0.0018374654734000001,1.1,True,0.0004203115876926233,YTeN3,5.828989218268868,5.828989218268868,0.0
2946,perov_2946.cif,0.15175139630999998,0.0018374654734000001,2.7,True,0.001550896064742346,ZnCsO2N,5.257577677194223,5.257577677194223,0.0
2947,perov_2947.cif,0.44694330522799997,0.0018374654734000001,0.44,True,0.0034467008091567672,LaOsN3,5.633571451710353,5.633571451710353,0.0
2948,perov_2948.cif,0.311531076531,0.0018374654734000001,1.24,True,0.02545988434206592,IrGeON2,6.281054725345999,6.281054725345999,0.0
2949,perov_2949.cif,0.27301218431999996,0.0018374654734000001,0.8,True,1.6704724950837484,RhWO3,6.045903515404159,6.045903515404159,0.0
2950,perov_2950.cif,0.19988083219,0.0018374654734000001,1.04,True,1.9093820251854867,AlCrO2S,5.307446949494191,5.307446949494191,0.0
2951,perov_2951.cif,0.21144201186099998,0.0018374654734000001,1.04,True,0.24920122854171814,IrTiO2S,5.788261427341378,5.788261427341378,0.0
2952,perov_2952.cif,0.123316007293,0.0018374654734000001,1.1,True,0.0008679603753236619,ZnPbO2S,5.7166024339480375,5.7166024339480375,0.0
2953,perov_2953.cif,0.257274509487,0.0018374654734000001,1.48,True,0.004228495595818103,CaNiON2,5.2137215262729,5.2137215262729,0.0
2954,perov_2954.cif,0.350297785659,0.0018374654734000001,1.48,True,0.013725626397143031,HfNiO2S,5.555427426071678,5.555427426071678,0.0
2955,perov_2955.cif,0.238345066502,0.0036749309468000002,0.44,True,-2.087514936278344e-15,SrAsO2F,5.744725867624331,5.744725867624331,0.0
2956,perov_2956.cif,0.189822190486,0.0036749309468000002,2.0,True,0.924691968728851,TaNaO2F,5.85779109832235,5.85779109832235,0.0
2957,perov_2957.cif,0.20132333133400002,0.0036749309468000002,1.06,True,0.013755282892088164,NaOsOFN,6.025412264929883,6.025412264929883,0.0
2958,perov_2958.cif,0.384653127642,0.0018374654734000001,1.26,True,0.1123861997926596,MoBON2,5.816706349354418,5.816706349354418,0.0
2959,perov_2959.cif,0.149057902907,0.0018374654734000001,1.54,True,1.0400540526266902,CuPdO3,6.109484829114021,6.109484829114021,0.0
2960,perov_2960.cif,0.215619954436,0.0018374654734000001,2.64,True,-0.0025334085877902765,RbBON2,5.251790454642273,5.251790454642273,0.0
2961,perov_2961.cif,0.22107046207800002,0.0018374654734000001,1.62,True,0.001959501562797783,BeTeON2,6.3962649414717765,6.3962649414717765,0.0
2962,perov_2962.cif,0.34149410752400006,0.0018374654734000001,0.94,True,0.015685467456116,NbCoON2,5.848957274869383,5.848957274869383,0.0
2963,perov_2963.cif,0.326600695652,0.0018374654734000001,0.56,True,2.059912126329216,NbCrO2N,5.721968450620488,5.721968450620488,0.0
2964,perov_2964.cif,0.18884753189300002,0.0018374654734000001,1.68,True,0.7582389264930853,CuTiN3,5.685125658187541,5.685125658187541,0.0
2965,perov_2965.cif,0.17749113651700002,0.0018374654734000001,2.62,True,-3.1720288974582567,IrHgO2S,6.288085227635117,6.288085227635117,0.0
2966,perov_2966.cif,-0.0179729095472,0.0036749309468000002,1.4,True,0.0,LiSrO2F,5.130118945207848,5.130118945207848,0.0
2967,perov_2967.cif,0.194839885302,0.0018374654734000001,1.36,True,0.00019462608318043809,PtLiO2S,5.680157860082649,5.680157860082649,0.0
2968,perov_2968.cif,0.171670588342,0.0018374654734000001,2.42,True,4.879856692123044,TlMgN3,6.020622107079892,6.020622107079892,0.0
2969,perov_2969.cif,0.24121927479699998,0.0018374654734000001,0.78,True,0.9974128867743698,NbMgO3,5.771586880397947,5.771586880397947,0.0
2970,perov_2970.cif,0.148127018072,0.0018374654734000001,0.9,True,1.999971210856888,BaSrO3,4.697966803423994,4.697966803423994,0.0
2971,perov_2971.cif,0.058031702949199994,0.0036749309468000002,1.48,True,0.0,SrKO2F,4.911082261602294,4.911082261602294,0.0
2972,perov_2972.cif,0.15870686567700001,0.0018374654734000001,0.1,True,-1.4950983006301034e-05,LiWO2N,5.590217521215278,5.590217521215278,0.0
2973,perov_2973.cif,0.231258403863,0.0018374654734000001,0.7,True,0.05544212557704675,MgNbO2S,5.555131184006001,5.555131184006001,0.0
2974,perov_2974.cif,0.299445308566,0.0018374654734000001,0.72,True,1.5778250173070771e-06,TeZrO3,6.112399497390412,6.112399497390412,0.0
2975,perov_2975.cif,0.342961661557,0.0018374654734000001,0.56,True,0.0032777595770738803,ZrTaO3,5.765726449820418,5.765726449820418,0.0
2976,perov_2976.cif,0.13194827880100002,0.0036749309468000002,1.06,True,-2.276718623213471e-15,HgPbO2F,6.5423256429509244,6.5423256429509244,0.0
2977,perov_2977.cif,0.22260923825599999,0.0018374654734000001,1.54,True,-2.145641223248324,MoSrO2N,5.02856181507934,5.02856181507934,0.0
2978,perov_2978.cif,0.24153264881099998,0.0018374654734000001,1.96,True,0.044444730257676916,TiCaN3,4.931386043212856,4.931386043212856,0.0
2979,perov_2979.cif,0.07573024762569999,0.0036749309468000002,2.24,True,-2.130111551022816e-12,BeCdO2F,6.630222419591867,6.630222419591867,0.0
2980,perov_2980.cif,0.127172726521,0.0018374654734000001,1.26,True,0.5127350448233408,ZnInO3,5.6757247622396765,5.6757247622396765,0.0
2981,perov_2981.cif,0.17149670295400002,0.0018374654734000001,0.84,True,3.666213274280957,FeYO2S,5.39435359605379,5.39435359605379,0.0
2982,perov_2982.cif,0.336723252502,0.0018374654734000001,1.48,True,2.1662108801570628,MnBON2,5.7619940568641725,5.7619940568641725,0.0
2983,perov_2983.cif,0.414208236733,0.0018374654734000001,1.98,True,0.004204988007886712,ReBeN3,5.9647018091366215,5.9647018091366215,0.0
2984,perov_2984.cif,0.177102239877,0.0036749309468000002,1.6,True,3.927773997235024,OsAsO2F,6.869499276485077,6.869499276485077,0.0
2985,perov_2985.cif,0.16184443980799998,0.0036749309468000002,1.72,False,-1.0558116096062566e-15,BGeO2F,6.605057820421883,6.405057820421883,0.2
2986,perov_2986.cif,0.198422414994,0.0018374654734000001,1.34,False,-0.0008948134579679016,ScCaO2N,5.253882215644577,4.6838822156445765,0.6
