id,formation_energy
4288581.cif,-0.8177
4290450.cif,-2.7107
4290036.cif,-2.3787
4290147.cif,-1.1091
4287318.cif,-0.7323
4289445.cif,-1.3481
4289001.cif,-2.7053
4185534.cif,-1.0606
4289922.cif,-1.2934
4336443.cif,-0.9325
4289556.cif,-2.1537
4291035.cif,-2.0951
4288872.cif,-0.39
4861824.cif,-2.2188
4288275.cif,-0.3857
4185195.cif,-2.7548
4287525.cif,0.3904
4290012.cif,-1.3733
4288995.cif,-1.6956
4289868.cif,-1.5514
4287120.cif,-1.4213
4291281.cif,-2.1707
4288128.cif,-1.4032
4325898.cif,-1.0175
4815984.cif,-0.2266
4289613.cif,-0.297
4337004.cif,-1.9
4861395.cif,0.0063
4288062.cif,-0.1974
4288266.cif,-0.4202
4816566.cif,-0.2912
4289451.cif,-0.6967
4289142.cif,-1.9741
4290585.cif,-2.1406
4289337.cif,-3.1446
4184121.cif,-1.09
4289805.cif,-0.3935
4288374.cif,-0.8506
4288389.cif,-2.1303
4326378.cif,-0.7884
4288710.cif,-0.7799
4336287.cif,-2.5461
4289100.cif,-1.855
4289055.cif,-0.9846
4317594.cif,-1.5391
4293525.cif,-1.5349
4291551.cif,-2.5782
4289403.cif,-2.2524
4290975.cif,-1.4558
4307538.cif,-0.7781
4295700.cif,-2.7522
4306800.cif,-0.0802
4287420.cif,-1.2224
4288518.cif,-1.0021
4290027.cif,-1.2518
4860717.cif,-0.5851
4290474.cif,-2.9801
4292133.cif,-2.7543
4860696.cif,-0.8731
4290174.cif,-1.8492
4290354.cif,-2.4668
4289199.cif,-1.5425
4325616.cif,-2.9558
4294023.cif,-1.1295
4860183.cif,-2.3362
4287258.cif,-0.7079
4288782.cif,-0.9195
4289250.cif,-0.7579
4861293.cif,-1.62
4296504.cif,-1.1147
4289679.cif,-2.8541
4290753.cif,-2.8635
4879278.cif,-0.7673
4336677.cif,0.1916
4184829.cif,-3.301
4289460.cif,-1.9716
4306359.cif,-1.3902
4288686.cif,-2.3757
4289064.cif,-0.8138
4290459.cif,0.4314
4289670.cif,-0.7965
4289295.cif,-2.3841
4289571.cif,-1.9822
4290060.cif,-1.8802
4290363.cif,-0.0386
4289205.cif,-3.3175
4290180.cif,-2.1978
4325067.cif,-0.7163
4290855.cif,-1.9567
4326831.cif,-0.9335
4184568.cif,-1.5782
4287429.cif,-1.2092
4289328.cif,-1.5963
4288695.cif,-0.435
4292088.cif,-2.9526
4303116.cif,-1.6448
4815987.cif,-1.8198
4293264.cif,-0.9604
4296276.cif,-1.4141
4291560.cif,-2.467
4290369.cif,-1.7203
4324116.cif,-2.5736
4290666.cif,-2.2962
4293942.cif,-1.8061
4297701.cif,-1.413
4293054.cif,-1.0847
4292007.cif,-3.3033
4860822.cif,-0.8509
4290165.cif,-1.1311
4184799.cif,-2.1472
4300209.cif,-0.6687
4289160.cif,-0.1524
4289685.cif,-3.2736
4289280.cif,-1.2593
4292679.cif,-0.4097
4290051.cif,-0.5776
4291890.cif,-2.8719
4289487.cif,-0.9574
4291956.cif,-2.6864
4290651.cif,-2.9139
4290069.cif,-1.0034
4288791.cif,-2.1034
4299822.cif,-2.8124
4879110.cif,-1.5964
4289622.cif,-0.3964
4299837.cif,-1.439
4289955.cif,-3.3019
4860699.cif,-0.6593
4289106.cif,-1.356
4184676.cif,-0.3843
4289631.cif,-0.9013
4860138.cif,-0.6998
4289478.cif,0.627
4337199.cif,0.9569
4861242.cif,-0.9573
4307331.cif,-0.5708
4290738.cif,-1.674
4289592.cif,-1.6216
4302327.cif,-2.825
4291017.cif,-1.5539
4290528.cif,-3.2822
4289358.cif,-0.7718
4289694.cif,-1.7337
4290885.cif,-3.0324
4290903.cif,-1.7077
4304658.cif,-2.3661
4293288.cif,-3.3752
4309740.cif,-3.269
4338585.cif,-0.7267
4289775.cif,-2.6009
4296993.cif,-2.2306
4296576.cif,-0.8614
4291164.cif,-0.1978
4336332.cif,-0.3994
4290087.cif,-2.1731
4289469.cif,-1.259
4287786.cif,0.0114
4288284.cif,-1.8593
4310736.cif,-1.7946
4292454.cif,-2.7453
4295376.cif,-1.4784
4298658.cif,-2.0156
4290501.cif,-0.6534
4291341.cif,-2.5193
4816590.cif,-0.9512
4291383.cif,-2.0611
4815993.cif,-2.2951
4294758.cif,-1.3941
4289583.cif,-1.3505
4292205.cif,-2.0672
4289961.cif,-1.9041
4292439.cif,-2.8608
4290213.cif,-1.029
4861248.cif,-0.2805
4290708.cif,-2.8942
4290297.cif,-0.8185
4291947.cif,-0.7695
4291626.cif,-1.6238
4289286.cif,-0.8148
4290279.cif,-1.1205
4293960.cif,-0.7226
4816239.cif,-1.9881
4336824.cif,-0.8818
4290378.cif,-1.8577
4815978.cif,-1.4943
4290510.cif,-1.8787
4292913.cif,-3.4731
4292067.cif,-2.8472
4296318.cif,-0.846
4290468.cif,-1.1271
4314483.cif,-1.2184
4291008.cif,-0.7022
4290717.cif,-2.9744
4290813.cif,-0.7107
4291896.cif,-2.1313
4336392.cif,-0.9423
4294362.cif,-1.4689
4337088.cif,-1.998
4182639.cif,-2.5906
4289073.cif,-0.81
4292919.cif,0.0856
4290288.cif,0.8801
4336263.cif,-1.0473
4290981.cif,-1.6239
4860735.cif,-0.6259
4290642.cif,-0.7326
4292712.cif,-2.1707
4816440.cif,-1.5541
4291803.cif,-2.1167
4289025.cif,-1.2617
4291185.cif,-1.2773
4288236.cif,-1.9599
4292148.cif,-0.972
4290534.cif,-3.1782
4291134.cif,-0.5474
4294497.cif,-2.0407
4287618.cif,-0.1317
4336308.cif,-0.7362
4290594.cif,-1.9385
4297332.cif,-0.477
4298259.cif,-1.5311
4296654.cif,-3.1078
4288446.cif,-1.2915
4296351.cif,-1.0516
4294449.cif,-2.058
4289115.cif,-3.1376
4297710.cif,-1.0204
4861284.cif,-0.9658
4298400.cif,-2.5042
4293453.cif,-2.0561
4337241.cif,-2.2696
4290927.cif,-2.2512
4301097.cif,-0.803
4336311.cif,-1.0917
4291155.cif,-1.503
4297782.cif,-2.1611
4293165.cif,-1.2117
4291509.cif,-2.679
4336347.cif,-0.3568
4181430.cif,-2.3799
4317774.cif,-1.5001
4292469.cif,-1.8598
4828179.cif,-2.2622
4290876.cif,-0.5118
4336419.cif,0.8609
4293648.cif,-1.8577
4292508.cif,-0.2076
4293726.cif,-0.8634
4295340.cif,-2.1085
4294626.cif,-0.429
4295451.cif,-0.946
4294770.cif,-0.3343
4295595.cif,-1.4181
4187748.cif,-2.3393
4297614.cif,-1.5104
4324344.cif,0.0818
4303920.cif,-2.2118
4295475.cif,-0.4732
4384812.cif,-1.3379
4860783.cif,-2.3444
4294551.cif,-0.713
4295562.cif,-0.8038
4296780.cif,-2.7261
4292118.cif,0.3191
4815972.cif,-0.93
4292034.cif,-2.7311
4290684.cif,-0.7373
4291728.cif,-1.7694
4861272.cif,-1.1133
4322703.cif,-1.7459
4294593.cif,-1.9496
4295181.cif,-1.2667
4300476.cif,-2.6042
4295748.cif,-1.2953
4292184.cif,1.2158
4861455.cif,-0.6636
4292850.cif,-0.0123
4297716.cif,-2.091
4292742.cif,-0.8811
4294230.cif,-0.8945
4319607.cif,-2.2983
4297647.cif,-1.2576
4336449.cif,-1.9648
4294944.cif,-1.4328
4295586.cif,-1.7018
4336440.cif,1.2699
4296105.cif,0.0113
4293414.cif,-2.5305
4337148.cif,-1.9753
4296705.cif,-3.0386
4290936.cif,-2.3799
4289814.cif,-1.6973
4290207.cif,-1.4141
4304427.cif,-0.8316
4291302.cif,-0.2055
4327557.cif,-0.4703
4337154.cif,-1.6595
4183452.cif,-0.5171
4288230.cif,-1.3001
4288719.cif,-0.5115
4184835.cif,-2.5746
4290483.cif,-2.1379
4290189.cif,-1.2706
4288614.cif,-0.1277
4294149.cif,-2.0269
4297908.cif,-0.5437
4290198.cif,-1.0304
4291041.cif,-1.9107
4288245.cif,0.4037
4297326.cif,-1.9721
4183119.cif,-2.5717
4289736.cif,-1.1224
4289970.cif,-2.0817
4290762.cif,-1.3086
4290093.cif,-0.4365
4861278.cif,-0.9965
4293933.cif,-1.9476
4292463.cif,-2.7505
4816710.cif,0.8615
4290492.cif,-1.956
4290396.cif,-1.7428
4336377.cif,-1.3186
4290675.cif,-2.0455
4289496.cif,-0.2757
4292928.cif,-2.9268
4290303.cif,-1.627
4327233.cif,-0.2048
4288623.cif,-0.7104
4288320.cif,-0.0371
4860738.cif,-2.2886
4290519.cif,-1.2936
4288725.cif,-2.7355
4290870.cif,-0.2916
4289703.cif,-0.4136
4291809.cif,-2.3567
4289784.cif,-1.1607
4325877.cif,-0.2799
4294689.cif,-2.7737
4291392.cif,-0.1086
4290657.cif,-1.0966
4293951.cif,-2.3805
4289034.cif,-2.115
4291932.cif,-1.3758
4296948.cif,-2.7348
4290387.cif,-1.7996
4291719.cif,-0.278
4291311.cif,-2.4878
4289601.cif,-2.7413
4292403.cif,-1.7877
4336509.cif,-0.4656
4288800.cif,-0.211
4310871.cif,0.2063
4292301.cif,-1.3272
4290222.cif,-1.1315
4290231.cif,-1.0231
4289709.cif,-2.4411
4327182.cif,-2.215
4291332.cif,-3.1887
4336407.cif,-1.3289
4860765.cif,-2.2654
4299852.cif,0.3181
4294437.cif,-2.1937
4181592.cif,-0.852
4293444.cif,-1.1896
4181751.cif,-1.1242
4297350.cif,-1.1295
4291938.cif,-1.6203
4289169.cif,-1.1484
4294659.cif,-2.0694
4293516.cif,-0.9871
4293492.cif,-2.8816
4336317.cif,0.3193
4289718.cif,-2.3577
4861263.cif,-0.0299
4291737.cif,-2.4408
4293501.cif,-2.3226
4336356.cif,-1.5699
4291650.cif,-1.5671
4291827.cif,-0.5587
4183125.cif,-1.5982
4288632.cif,0.0339
4861317.cif,-0.2369
4292058.cif,-0.4042
4292697.cif,-1.426
4290609.cif,-1.5761
4291983.cif,-1.6637
4291500.cif,-1.4298
4291026.cif,-0.1195
4291467.cif,-2.4149
4294842.cif,-2.1431
4182993.cif,-1.9241
4816350.cif,-2.2156
4288929.cif,-0.5229
4318605.cif,-2.5472
4302129.cif,1.0434
4292418.cif,-2.2959
4291836.cif,-1.6798
4293843.cif,-2.2984
4290840.cif,-2.6659
4299153.cif,0.4164
4290960.cif,-2.1679
4294380.cif,-2.4179
4816167.cif,0.4133
4291350.cif,-1.1283
4336617.cif,-0.5832
4295400.cif,-1.6574
4860750.cif,-0.1662
4337262.cif,-2.9087
4291122.cif,-1.2184
4336554.cif,-0.8163
4337217.cif,0.4906
4291458.cif,-0.7912
4294053.cif,-2.2423
4289367.cif,-1.2656
4291068.cif,-0.3033
4860153.cif,-2.2697
4296663.cif,-2.4474
4337280.cif,-1.5093
4292424.cif,-2.9556
4303053.cif,-1.6058
4293624.cif,-1.4506
4295121.cif,-1.5734
4295931.cif,-2.5405
4296021.cif,-0.7915
4296189.cif,-1.5242
4298997.cif,-1.2724
4294386.cif,0.1681
4298091.cif,-2.0387
4295832.cif,-1.8214
4293675.cif,-2.4426
4295742.cif,-3.0552
4295535.cif,-0.5405
4293039.cif,-2.7258
4336341.cif,0.6595
4293615.cif,-1.1194
4295334.cif,-0.1811
4295793.cif,-2.4074
4295898.cif,-1.5055
4296630.cif,-0.273
4336458.cif,-0.0163
4861320.cif,-0.6767
4336476.cif,-2.8205
4296270.cif,-2.4774
4294851.cif,-2.9684
4336785.cif,-1.243
4298073.cif,-0.778
4289823.cif,-2.3746
4290774.cif,-1.2315
4296459.cif,-2.9104
4296519.cif,-3.0978
4337109.cif,-0.0767
4292937.cif,-2.4272
4301367.cif,-2.5113
4292865.cif,-2.7114
4296867.cif,-2.6842
4336401.cif,-2.15
4291401.cif,-1.4055
4815891.cif,-2.6884
4297539.cif,-2.7009
4290543.cif,-0.5319
4337019.cif,-0.5122
4292310.cif,-2.828
4293366.cif,-2.6663
4293477.cif,-2.7021
4292049.cif,-1.2031
4336344.cif,-1.0553
4291659.cif,-1.3628
4289349.cif,-0.7962
4292316.cif,-1.3511
4291602.cif,-1.5823
4291494.cif,-1.7024
4293429.cif,-1.43
4290240.cif,-3.4836
4291056.cif,-2.637
4291641.cif,-1.9612
4289796.cif,-1.7473
4289265.cif,-1.6616
4861290.cif,-0.5355
4336296.cif,0.4503
4292640.cif,-1.991
4292478.cif,-3.015
4290249.cif,-2.5127
4860180.cif,-2.2513
4815927.cif,-1.9576
4297599.cif,-2.2435
4291251.cif,-1.1523
4292352.cif,-0.2152
4291593.cif,-1.6701
4294566.cif,-3.1971
4302186.cif,-2.2556
4879308.cif,-0.7469
4293015.cif,-2.3888
4290420.cif,-2.6425
4289979.cif,0.0153
4301943.cif,-1.1221
4291686.cif,-2.367
4296342.cif,-3.0181
4336482.cif,-1.2118
4290600.cif,-1.4433
4815906.cif,-2.6815
4290411.cif,-3.4365
4291242.cif,-1.04
4291818.cif,0.4565
4298409.cif,-2.3292
4293462.cif,-1.5536
4293357.cif,-2.0276
4293021.cif,-1.4404
4292703.cif,-0.9019
4292955.cif,-1.3215
4290945.cif,0.122
4299387.cif,-1.5739
4182411.cif,-1.3878
4296201.cif,-0.5321
4292562.cif,-0.5523
4292598.cif,-0.9774
4292094.cif,-1.2218
4292718.cif,-1.9455
4294572.cif,-2.8149
4289835.cif,-0.6163
4301220.cif,-1.8884
4297227.cif,-1.5805
4296297.cif,-1.8924
4290690.cif,0.1103
4292220.cif,-1.78
4816647.cif,-1.0758
4295865.cif,-1.8471
4297845.cif,-2.1338
4371084.cif,-0.4756
4295985.cif,-1.7992
4290849.cif,-0.1911
4294836.cif,-1.6997
4299672.cif,-2.8901
4294800.cif,-3.281
4861344.cif,-0.1951
4292832.cif,-1.8575
4183041.cif,-1.1442
4292904.cif,-1.1765
4291209.cif,-1.3014
4298643.cif,-1.8411
4290111.cif,-0.1811
4291410.cif,-1.4429
4297803.cif,-1.5489
4292787.cif,-2.6878
4294653.cif,-1.0098
4296111.cif,-2.5327
4292553.cif,-0.5484
4336473.cif,-2.8159
4861365.cif,0.0178
4336566.cif,-0.448
4294110.cif,-1.6812
4293069.cif,-1.0485
4300248.cif,-2.3392
4879173.cif,-3.0429
4183644.cif,-1.7024
4302804.cif,-0.8543
4289988.cif,-0.6852
4860798.cif,-0.0042
4292946.cif,-1.6205
4183197.cif,-1.026
4292961.cif,-2.8749
4290429.cif,-0.1771
4293561.cif,-2.2414
4292334.cif,-2.8975
4293210.cif,-1.7465
4336338.cif,-1.4619
4298244.cif,-2.4109
4293579.cif,-2.1853
4294827.cif,-0.8447
4296786.cif,-1.2886
4290120.cif,-0.8365
4815996.cif,-2.8582
4292544.cif,-0.628
4294353.cif,-1.4682
4291518.cif,-1.4156
4324020.cif,-1.8095
4291092.cif,-1.4549
4303695.cif,-1.513
4860774.cif,-2.2592
4295685.cif,-2.3259
4295520.cif,-0.0976
4298571.cif,-1.5264
4297485.cif,-2.8679
4295436.cif,0.0768
4336626.cif,-2.2415
4294014.cif,-0.7602
4292994.cif,-1.2567
4294710.cif,-2.163
4292811.cif,-0.9122
4294905.cif,-0.3112
4861323.cif,-0.1377
4311567.cif,-2.182
4337250.cif,0.6988
4298676.cif,-3.1706
4292367.cif,-1.5513
4293687.cif,-1.2254
4302666.cif,-1.0369
4291419.cif,-0.6078
4295292.cif,-2.3458
4291974.cif,-1.2347
4293348.cif,-0.7603
4183260.cif,-1.9513
4290618.cif,-0.4477
4304112.cif,0.7378
4293339.cif,-1.3397
4291746.cif,0.8894
4292358.cif,-0.9568
4300203.cif,-2.8309
4291695.cif,-1.825
4336533.cif,-1.0928
4294044.cif,-2.1386
4291203.cif,0.0724
4292649.cif,-2.1473
4336809.cif,-0.5542
4293435.cif,-0.7187
4301661.cif,-0.7571
4292325.cif,-2.1233
4291572.cif,-2.7084
4297818.cif,-2.2846
4292826.cif,-0.1908
4293102.cif,-1.9076
4860786.cif,-1.951
4290789.cif,-1.374
4879428.cif,1.1519
4338285.cif,-0.8802
4291842.cif,-2.0838
4297053.cif,-1.3697
4298100.cif,-0.6211
4292016.cif,-0.3132
4295409.cif,-2.5931
4336371.cif,-1.3993
4293144.cif,-0.8353
4291755.cif,-0.3227
4293834.cif,-0.3639
4295817.cif,-2.8642
4815849.cif,-0.9823
4293471.cif,-0.6737
4294062.cif,-3.1208
4310865.cif,-2.4478
4293183.cif,-1.3685
4816194.cif,-2.3408
4292607.cif,-1.8685
4292163.cif,-2.2195
4291074.cif,-0.7387
4294668.cif,-1.1714
4294527.cif,-0.4869
4293570.cif,-3.2527
4336416.cif,-0.6146
4294602.cif,-3.4054
4292877.cif,-1.444
4815909.cif,-0.9652
4292235.cif,0.4253
4293696.cif,-2.8515
4292571.cif,-2.0313
4292673.cif,-1.7562
4336959.cif,-0.9202
4294164.cif,-0.8424
4296588.cif,-1.2528
4292655.cif,-1.7349
4301736.cif,-2.0036
4291989.cif,-0.6298
4816389.cif,-2.8685
4295232.cif,-1.3944
4296309.cif,-2.304
4293735.cif,-1.5128
4297068.cif,-0.7099
4291704.cif,-1.0238
4297428.cif,-1.5413
4336350.cif,-1.247
4291293.cif,-0.1707
4337031.cif,-2.1297
4336362.cif,-0.8692
4294077.cif,-2.0722
4292127.cif,-2.4623
4292841.cif,-1.5303
4293966.cif,-0.9436
4182516.cif,-0.7371
4861413.cif,-0.9937
4290795.cif,-1.1052
4293381.cif,-2.1237
4295484.cif,-0.6935
4291527.cif,-1.4682
4295169.cif,-2.7209
4292484.cif,-1.0999
4182774.cif,-0.8589
4293768.cif,-1.8231
4293600.cif,-1.6106
4299081.cif,-2.6372
4294188.cif,-0.5677
4293705.cif,-1.9526
4299159.cif,-2.1652
4295466.cif,-2.0608
4294632.cif,-2.1987
4293405.cif,-2.4501
4293591.cif,-2.1857
4291857.cif,0.3822
4860177.cif,-1.7025
4292970.cif,-1.2993
4290990.cif,0.7966
4294992.cif,-1.3647
4303974.cif,-2.2739
4296810.cif,-1.7937
4306023.cif,-2.7386
4302867.cif,-1.8012
4314252.cif,-1.7863
4294104.cif,-1.257
4293531.cif,-2.7838
4293174.cif,-1.5316
4293639.cif,-2.6351
4293300.cif,-0.2127
4292664.cif,-1.3166
4291710.cif,-1.2833
4302468.cif,0.9818
4294953.cif,-1.8057
4294581.cif,-2.7733
4294371.cif,-2.676
4292727.cif,-1.6752
4879098.cif,-2.4838
4291368.cif,0.092
4292886.cif,-2.148
4300881.cif,-2.4237
4293762.cif,-2.7636
4296723.cif,-2.1999
4293396.cif,-1.2988
4293156.cif,-1.3191
4291218.cif,0.1338
4295964.cif,-1.3531
4292343.cif,-2.4737
4292043.cif,-3.4697
4312155.cif,-0.9305
4336551.cif,-0.1428
4291863.cif,-3.3385
4336497.cif,-1.0653
4298220.cif,-3.4941
4299918.cif,-1.1524
4292493.cif,-0.5802
4291227.cif,-1.502
4294395.cif,-2.6105
4291233.cif,-1.5009
4310340.cif,-1.6862
4184301.cif,-0.2987
4317312.cif,-1.4312
4293087.cif,-0.8886
4291266.cif,1.2906
4337025.cif,-0.6774
4336329.cif,0.1052
4293657.cif,-2.0445
4291761.cif,-0.9031
4292979.cif,-0.9843
4296120.cif,-0.4341
4336557.cif,-1.5214
4292736.cif,-1.7327
4183752.cif,-1.7277
4291374.cif,0.1782
4293891.cif,-2.3399
4879116.cif,-2.5736
4296489.cif,-3.2861
4291536.cif,0.2099
4294257.cif,0.6958
4324728.cif,-1.2931
4182030.cif,-1.1272
4293030.cif,-1.0038
4297740.cif,-2.2794
4294743.cif,-0.5293
4295952.cif,-0.4233
4297002.cif,-0.4088
4303701.cif,-0.431
4297029.cif,-1.9696
4296051.cif,-2.2211
4293387.cif,-0.5087
4293981.cif,-0.5606
4292985.cif,-1.2197
4302657.cif,-1.196
4292076.cif,-0.0907
4320573.cif,-2.2715
4291674.cif,-0.328
4297275.cif,-3.1849
4293216.cif,-0.2684
4305660.cif,-2.0369
4298154.cif,-0.9078
4320765.cif,-2.2198
4298991.cif,-0.3421
4300074.cif,-1.8649
4294071.cif,-1.3306
4296165.cif,-1.9408
4308513.cif,-1.2242
4293078.cif,-1.615
4182042.cif,-1.0327
4295577.cif,-2.8337
4336485.cif,-2.3373
4297008.cif,-2.3278
4291425.cif,-0.7213
4294899.cif,-0.3914
4292103.cif,-1.0289
4293798.cif,0.2639
4860804.cif,-2.1837
4298871.cif,-2.1138
4305717.cif,-1.1042
4293987.cif,-1.9511
4292577.cif,-0.1425
4295667.cif,-3.0996
4292796.cif,-1.5686
4294158.cif,-1.2716
4861332.cif,-0.5844
4292499.cif,-0.8544
4295994.cif,-2.0524
4293777.cif,1.1556
4296690.cif,-1.5144
4293555.cif,-1.8256
4294458.cif,-2.332
4294875.cif,-2.0325
4322340.cif,-0.7193
4295325.cif,-2.5852
4296399.cif,-1.8738
4299297.cif,-2.0837
4291911.cif,-1.3718
4293858.cif,-2.1068
4295613.cif,-2.3058
4295658.cif,-1.3534
4294086.cif,-0.8426
4295496.cif,-1.8745
4295070.cif,-3.1815
4296225.cif,-2.3282
4324377.cif,-2.3227
4336587.cif,-0.8227
4294923.cif,-2.6878
4293792.cif,-1.1397
4292175.cif,-0.0951
4294716.cif,-2.0353
4295001.cif,-1.0369
4336353.cif,-1.0428
4295802.cif,-2.0303
4298982.cif,-3.2857
4302708.cif,-1.4283
4294782.cif,-2.1223
4295301.cif,-0.9002
4304301.cif,-1.2364
4295112.cif,-0.4968
4296375.cif,-2.9113
4196640.cif,-2.7565
4294182.cif,-0.2502
4292592.cif,-0.6512
4294206.cif,-2.0328
4291998.cif,0.8234
4292622.cif,-1.4896
4297623.cif,-0.1868
4336944.cif,1.1618
4294536.cif,0.4662
4860891.cif,-0.7525
4298202.cif,-1.5596
4299414.cif,-1.5369
4860195.cif,-2.39
4299264.cif,-2.666
4327149.cif,-2.6635
4301766.cif,0.348
4295766.cif,0.0364
4861488.cif,-1.9999
4294197.cif,-2.5684
4295316.cif,-1.8409
4293996.cif,-1.4641
4299042.cif,-0.2432
4292760.cif,-0.7491
4296858.cif,-2.6089
4298577.cif,-2.7264
4297290.cif,-1.9567
4816173.cif,-0.9794
4295079.cif,-1.395
4336608.cif,0.0795
4296468.cif,-2.3618
4294095.cif,-0.677
4294296.cif,-2.6458
4336797.cif,-2.7941
4294005.cif,-1.7384
4294611.cif,-1.9126
4295787.cif,-2.1261
4294506.cif,-2.037
4299480.cif,-0.4997
4296672.cif,-2.6471
4297017.cif,-1.0222
4294173.cif,-3.0711
4294698.cif,-2.1645
4295709.cif,-1.4188
4295544.cif,-2.1093
4336464.cif,-0.6477
4861860.cif,-1.2989
4300266.cif,-0.8885
4292766.cif,-2.2147
4299183.cif,-0.3998
4295241.cif,-3.2295
4336836.cif,-1.6186
4298508.cif,-2.3399
4294725.cif,-1.1198
4296129.cif,-0.8573
4295601.cif,-2.6384
4336383.cif,0.9535
4294512.cif,-1.768
4300335.cif,-1.9962
4297284.cif,-1.978
4294467.cif,-1.0082
4879299.cif,-1.652
4295364.cif,-0.2945
4295976.cif,-0.8031
4294473.cif,-2.6959
4293234.cif,0.0603
4297629.cif,-2.9655
4815888.cif,-2.8697
4292856.cif,-1.4047
4298124.cif,0.6762
4294248.cif,-2.7913
4293807.cif,-2.7058
4860174.cif,-1.8855
4300809.cif,-2.403
4301196.cif,-1.9782
4336644.cif,-0.2683
4296969.cif,-0.4275
4296210.cif,-2.7041
4301448.cif,-1.6368
4301784.cif,-1.5461
4303746.cif,-0.1591
4297236.cif,-1.6819
4295148.cif,-0.6923
4299255.cif,-1.6249
4297494.cif,-1.0841
4295262.cif,-0.0114
4295418.cif,-1.0185
4299117.cif,-2.5326
4311345.cif,-1.574
4861356.cif,-0.7299
4294239.cif,-1.403
4336374.cif,-1.0307
4293225.cif,-3.3877
4295382.cif,-1.3335
4293192.cif,-2.0491
4294119.cif,-2.1384
4304436.cif,-1.6403
4295889.cif,-1.3022
4298652.cif,-3.2151
4299057.cif,-2.5109
4295100.cif,-1.5912
4297671.cif,-1.2619
4295223.cif,-1.5683
4861368.cif,0.1906
4295724.cif,-1.3919
4297362.cif,-2.0229
4336623.cif,-0.5039
4294482.cif,0.5154
4295733.cif,-2.6386
4295916.cif,-3.7463
4294641.cif,-0.7614
4295628.cif,-2.5003
4336395.cif,-0.8898
4296645.cif,0.2623
4296150.cif,-0.2481
4293096.cif,-1.3736
4292817.cif,-0.1317
4298847.cif,-3.004
4315056.cif,-2.3483
4303755.cif,-1.7194
4300179.cif,-2.0661
4300155.cif,-2.9204
4298037.cif,-2.1287
4295208.cif,-0.6586
4300896.cif,0.9133
4303764.cif,-0.9374
4293867.cif,-0.1021
4295553.cif,-1.7408
4294914.cif,-0.757
4295064.cif,-0.5628
4336365.cif,-0.0069
4303347.cif,-2.5497
4296546.cif,-2.2099
4292751.cif,-1.9907
4293318.cif,-0.8507
4293117.cif,-2.6664
4296390.cif,-1.992
4860825.cif,-1.0212
4336488.cif,-1.766
4336431.cif,-0.8498
4815933.cif,-1.5724
4295619.cif,-3.1598
4310856.cif,-2.9498
4298352.cif,-2.9697
4300398.cif,-0.1544
4293909.cif,-0.8085
4320567.cif,-1.5805
4294857.cif,-1.2953
4293666.cif,0.0981
4296327.cif,-2.4845
4816482.cif,-2.6398
4860876.cif,-0.9323
4293327.cif,-0.0544
4297662.cif,-1.871
4293000.cif,0.0361
4301049.cif,-2.3727
4879554.cif,-0.4821
4336968.cif,-0.5188
4294305.cif,-1.5461
4816032.cif,-0.1153
4315539.cif,-2.0236
4183131.cif,-0.5188
4816251.cif,-1.4815
4296558.cif,-2.5646
4293753.cif,-2.7304
4294866.cif,-1.9054
4298553.cif,-2.135
4296873.cif,-1.4685
4295193.cif,-3.237
4294983.cif,-1.5461
4336596.cif,0.6779
4323687.cif,-3.1833
4302075.cif,-2.3816
4298415.cif,-2.5393
4303533.cif,-2.4067
4294323.cif,0.2081
4299222.cif,-1.7462
4296060.cif,0.3886
4295922.cif,-2.1389
4297551.cif,-2.8538
4296069.cif,-0.6124
4337136.cif,-0.8263
4299240.cif,-2.7323
4294809.cif,-1.5415
4296984.cif,-0.2206
4297260.cif,-0.8518
4301685.cif,-3.148
4297395.cif,-3.0249
4297839.cif,-0.9276
4298853.cif,-1.5391
4307145.cif,-1.7236
4303032.cif,-2.2443
4313763.cif,0.8624
4295775.cif,-1.0355
4297863.cif,-1.0922
4306836.cif,-2.5881
4305483.cif,-2.7999
4295871.cif,-0.6249
4302594.cif,-2.3191
4297734.cif,-0.8417
4293129.cif,-1.5093
4295502.cif,-1.779
4299066.cif,-2.4934
4295676.cif,-2.1623
4860882.cif,-1.0443
4295019.cif,0.2312
4293711.cif,-1.1665
4296141.cif,-2.0118
4296174.cif,-2.1731
4293825.cif,0.0814
4294263.cif,-2.1611
4295823.cif,-2.0268
4303524.cif,-1.2743
4294617.cif,-0.9075
4337205.cif,-2.3418
4816341.cif,-2.4727
4336422.cif,-0.2113
4296603.cif,-2.8083
4860831.cif,-0.3888
4816320.cif,-1.8224
4300257.cif,-0.5517
4296333.cif,-2.1365
4300068.cif,-1.6741
4297686.cif,-1.7095
4298325.cif,-1.2813
4296528.cif,-1.996
4297458.cif,-1.6338
4296795.cif,-2.7075
4296285.cif,-0.5636
4860126.cif,-2.7775
4336470.cif,-1.296
4297653.cif,-2.4126
4296381.cif,-0.6781
4295349.cif,-1.292
4294125.cif,-0.9509
4302120.cif,-3.0918
4298628.cif,-2.1191
4297677.cif,-2.8613
4860924.cif,-0.388
4295757.cif,-2.5929
4321566.cif,-0.9083
4299072.cif,-1.7445
4296882.cif,-1.6877
4293609.cif,0.0638
4298067.cif,-0.933
4296567.cif,-1.1066
4182156.cif,-0.4908
4295847.cif,0.1204
4297092.cif,-1.7279
4296612.cif,-2.4979
4860120.cif,-1.9783
4296003.cif,-2.5758
